tag,3yrs_treynor_ratio_fund,3_years_alpha_fund,3years_category_std,3yrs_sharpe_ratio_fund,3yrs_treynor_ratio_category,3_years_return_mean_annual_fund,fund_beta_3years,3years_fund_r_squared,3years_fund_std,category_beta_3years,fund_return_3years,3_years_alpha_category,3_years_return_mean_annual_category,3yrs_sharpe_ratio_category,3years_category_r_squared,3_years_return_category
140300,,,0.04,,0.02,,,,,0.01,0.0,0.02,0.0,0.01,0.71,3.71
96227,2.24,-5.81,0.08,0.37,0.04,0.4,1.39,83.38,9.32,0.01,4.41,-0.03,0.0,0.01,0.69,5.78
250361,5.83,-1.1,0.09,0.93,0.06,0.74,1.31,96.91,8.12,0.01,8.9,-0.01,0.01,0.01,0.95,9.54
226529,0.65,-0.7,0.03,0.2,0.01,0.16,0.93,97.34,3.25,0.01,1.9,-0.01,0.0,0.0,0.95,1.83
160271,,,0.04,,0.07,,,,,0.01,0.0,-0.0,0.0,0.01,0.92,5.56
34865,17.82,4.83,0.04,1.15,0.3,0.53,0.29,3.72,4.34,0.0,6.42,0.05,0.01,0.01,0.04,6.97
228968,5.24,-2.05,0.09,0.85,0.06,0.76,1.49,97.54,9.23,0.01,9.09,-0.01,0.01,0.01,0.96,9.92
112940,8.56,-3.37,0.16,0.73,0.08,0.91,1.08,78.23,13.1,0.01,10.53,-0.05,0.01,0.01,0.68,10.17
102977,5.36,-1.68,0.08,0.8,0.04,0.73,1.38,80.64,9.42,0.01,8.68,-0.03,0.0,0.01,0.69,5.78
152585,2.43,1.96,0.06,0.52,0.05,0.34,1.13,38.11,5.38,0.01,4.04,0.03,0.0,0.01,0.25,5.35
176390,9.39,-2.87,0.11,0.84,0.11,1.06,1.18,87.46,13.58,0.01,12.41,-0.01,0.01,0.01,0.92,11.84
159119,,,0.05,,0.06,,,,,0.01,0.0,-0.0,0.01,0.01,0.95,6.16
249632,14.42,2.93,0.16,1.07,0.12,1.63,1.28,64.12,17.14,0.01,19.72,-0.0,0.01,0.01,0.7,15.88
220391,8.09,-3.51,0.11,0.71,0.09,0.78,0.96,84.21,11.25,0.01,9.08,-0.02,0.01,0.01,0.84,10.01
90350,0.37,-0.97,0.03,0.12,0.0,0.14,0.94,97.94,3.28,0.01,1.64,-0.01,0.0,0.0,0.96,1.62
145088,-0.99,-0.56,0.03,-0.21,0.0,0.08,0.33,43.88,1.47,0.01,0.97,-0.0,0.0,0.0,0.59,1.65
192554,0.66,-0.65,0.03,0.2,0.0,0.16,0.87,97.07,3.05,0.01,1.86,-0.01,0.0,0.0,0.97,1.77
133568,21.0,5.23,0.04,1.32,0.3,0.56,0.26,3.6,4.05,0.0,6.85,0.05,0.01,0.01,0.04,6.97
220274,10.91,0.23,0.0,1.34,0.19,0.13,0.02,13.51,0.22,0.0,1.55,0.0,0.0,0.01,0.17,1.75
125297,1.99,0.45,0.04,0.52,0.03,0.24,0.8,79.4,3.1,0.01,2.89,0.01,0.0,0.01,0.84,3.85
192689,12.82,0.64,0.14,1.1,0.11,1.21,1.05,87.92,12.03,0.01,14.75,-0.01,0.01,0.01,0.81,14.18
202814,6.04,-0.59,0.08,0.74,0.04,0.76,1.26,54.67,10.43,0.01,8.88,-0.03,0.0,0.01,0.69,5.78
187595,-0.01,-8.51,0.16,0.07,0.06,0.2,1.02,46.39,15.07,0.01,1.28,-0.02,0.01,0.0,0.5,8.01
152270,1.28,-0.13,0.03,0.38,0.01,0.21,0.93,95.93,3.29,0.01,2.48,-0.0,0.0,0.0,0.93,2.44
162431,12.69,0.43,0.11,1.14,0.11,1.14,1.0,97.4,10.82,0.01,13.92,-0.01,0.01,0.01,0.92,11.84
158282,15.54,3.4,0.13,1.24,0.13,1.5,1.11,78.19,13.51,0.01,18.56,0.01,0.01,0.01,0.84,15.35
244457,6.79,0.04,0.04,0.81,0.06,0.35,0.44,54.29,3.6,0.01,4.26,-0.0,0.0,0.01,0.88,4.79
116603,4.67,-1.92,0.11,0.45,0.06,0.54,1.01,85.46,11.53,0.01,6.0,-0.01,0.01,0.01,0.9,6.62
206585,-18.12,3.94,0.03,1.32,-0.28,0.42,-0.21,4.76,2.79,-0.0,5.14,0.04,0.0,0.01,0.04,4.71
72350,8.78,-1.26,0.16,0.71,0.12,0.77,0.94,60.76,12.22,0.01,8.77,-0.0,0.01,0.01,0.7,15.88
157535,2.45,0.97,0.03,0.65,0.01,0.3,0.96,81.38,3.66,0.01,3.64,-0.01,0.0,0.0,0.96,1.78
205460,6.45,-0.15,0.13,0.54,0.08,0.6,0.85,69.91,10.78,0.01,6.8,0.01,0.01,0.01,0.67,9.11
183770,,,0.05,,0.06,,,,,0.01,0.0,-0.0,0.01,0.01,0.95,6.16
96767,-0.92,-3.34,0.05,-0.1,0.03,0.08,0.45,59.21,3.57,0.01,0.88,-0.02,0.0,0.0,0.5,2.79
48491,8.33,1.35,0.11,0.74,0.1,0.75,0.91,84.12,10.42,0.01,8.83,0.03,0.01,0.01,0.73,9.96
194444,11.53,-0.36,0.13,0.9,0.08,0.92,0.84,69.86,10.83,0.01,11.02,-0.04,0.01,0.01,0.81,9.67
246761,8.9,-3.42,0.16,0.73,0.08,1.14,1.32,69.85,16.88,0.01,13.0,-0.05,0.01,0.01,0.68,10.17
139265,0.75,-0.54,0.03,0.23,0.0,0.16,0.81,98.25,2.84,0.01,1.9,-0.01,0.0,0.0,0.96,1.62
51929,-1.9,-2.13,0.01,-0.6,-0.03,-0.02,0.81,91.62,2.55,0.0,-0.25,-0.01,0.0,-0.01,0.67,0.76
225458,1.56,-7.74,0.08,0.25,0.04,0.4,1.69,56.53,13.74,0.01,3.92,-0.03,0.0,0.01,0.69,5.78
156608,0.95,-5.23,0.0,0.14,0.0,0.29,1.04,52.28,15.24,0.0,2.28,0.0,0.0,0.0,0.0,0.0
148112,10.92,2.41,0.11,0.87,0.1,0.67,0.62,71.81,7.72,0.01,8.06,0.03,0.01,0.01,0.73,9.96
189800,13.44,4.85,0.11,1.0,0.06,0.96,0.77,63.66,10.18,0.01,11.64,-0.01,0.01,0.01,0.9,6.62
209528,6.65,-0.03,0.05,0.87,0.05,0.4,0.52,66.04,3.89,0.01,4.77,-0.01,0.0,0.01,0.88,5.53
190727,,,0.08,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.97,9.13
217304,12.9,0.72,0.13,1.13,0.13,1.26,1.09,91.43,12.2,0.01,15.3,0.01,0.01,0.01,0.84,15.35
78857,16.92,8.8,0.16,1.28,0.17,1.84,1.28,62.1,16.21,0.01,22.87,0.08,0.02,0.01,0.57,21.78
216620,2.33,0.33,0.01,0.56,0.03,0.08,0.2,41.75,0.8,0.0,0.96,0.0,0.0,0.0,0.6,1.87
117071,-7.01,0.78,0.06,0.16,-0.0,0.17,-0.1,0.0,4.78,0.02,1.96,-0.0,0.0,0.0,0.01,1.45
37079,-0.99,-10.38,0.24,0.03,-0.0,0.16,1.17,39.1,18.69,0.01,0.14,-0.12,0.0,0.0,0.35,-0.05
157562,6.85,-4.06,0.04,-0.89,0.05,-0.28,-0.68,15.28,5.08,-0.0,-3.37,-0.0,0.0,0.0,0.08,0.71
87029,11.65,-0.43,0.14,1.03,0.11,1.0,0.92,91.78,10.35,0.01,12.07,-0.01,0.01,0.01,0.81,14.18
222227,0.4,-0.71,0.01,0.12,-0.01,0.13,0.7,94.1,2.51,0.0,1.57,-0.01,0.0,-0.0,0.7,1.11
235952,-1.33,-0.52,0.01,-0.39,0.03,0.08,0.25,77.63,0.89,0.0,0.96,0.0,0.0,0.0,0.6,1.87
239426,10.66,-1.92,0.11,0.88,0.09,1.05,1.05,83.18,12.91,0.01,12.4,-0.02,0.01,0.01,0.84,10.01
72170,1.74,0.35,0.04,0.5,0.03,0.27,1.09,92.58,3.9,0.01,3.18,0.01,0.0,0.01,0.84,3.85
176552,9.13,-3.14,0.11,0.82,0.11,1.03,1.18,87.44,13.56,0.01,12.1,-0.01,0.01,0.01,0.92,11.84
188927,33.91,5.98,0.04,1.33,0.3,0.62,0.18,1.4,4.52,0.0,7.55,0.05,0.01,0.01,0.04,6.97
183401,19.78,4.53,0.11,0.84,0.26,0.82,0.43,17.7,10.18,0.0,9.71,0.05,0.01,0.01,0.13,9.39
163475,12.51,0.6,0.16,1.02,0.12,1.46,1.3,77.92,15.82,0.01,17.55,-0.0,0.01,0.01,0.7,15.88
232784,1.61,0.79,0.03,0.53,0.01,0.23,0.92,94.01,2.82,0.01,2.78,0.0,0.0,0.0,0.88,2.37
184949,5.67,-1.45,0.09,0.89,0.03,0.82,1.5,92.17,9.6,0.01,9.83,-0.01,0.0,0.01,0.95,4.94
96587,5.52,-1.14,0.07,0.86,0.05,0.57,1.0,90.85,6.38,0.01,6.79,-0.02,0.01,0.01,0.82,6.14
70217,,,0.11,,0.11,,,,,0.01,0.0,-0.01,0.01,0.01,0.92,11.84
122480,4.19,-2.64,0.07,0.68,0.05,0.5,1.1,96.35,6.85,0.01,5.9,-0.02,0.01,0.01,0.82,6.14
140381,,,0.11,,0.11,,,,,0.01,0.0,-0.01,0.01,0.01,0.92,11.84
116945,2.45,-3.49,0.07,0.34,0.06,0.3,0.87,60.23,6.81,0.01,3.43,-0.01,0.01,0.01,0.89,7.44
253025,6.65,-0.11,0.09,1.04,0.06,0.91,1.46,93.65,9.24,0.01,11.0,-0.01,0.01,0.01,0.96,10.1
225584,5.04,2.59,0.03,1.18,0.06,0.36,0.62,48.89,2.54,0.0,4.4,0.03,0.0,0.01,0.29,4.58
131561,17.9,6.92,0.16,1.35,0.12,2.06,1.37,72.55,17.3,0.01,25.86,-0.0,0.01,0.01,0.7,15.88
246059,5.73,-1.87,0.13,0.36,0.07,0.51,0.71,28.94,13.32,0.01,5.37,-0.01,0.01,0.0,0.3,6.0
124496,8.34,-3.59,0.11,0.72,0.09,0.89,1.08,78.99,13.01,0.01,10.3,-0.02,0.01,0.01,0.84,10.01
211535,1.02,-0.38,0.04,0.29,0.03,0.2,1.02,83.99,3.85,0.01,2.34,0.01,0.0,0.01,0.84,3.85
41606,5.97,-2.92,0.16,0.55,0.06,0.62,0.97,75.68,11.19,0.01,7.09,-0.02,0.01,0.0,0.5,8.01
37403,3.83,-3.66,0.1,0.6,0.05,0.56,1.37,85.42,9.08,0.02,6.55,-0.02,0.01,0.01,0.87,9.6
234332,0.85,0.06,0.04,0.08,0.05,0.13,0.26,5.98,3.08,-0.0,1.51,-0.0,0.0,0.0,0.08,0.71
112976,9.78,-2.51,0.14,0.85,0.11,1.16,1.26,83.99,14.72,0.01,13.59,-0.01,0.01,0.01,0.81,14.18
59282,14.64,4.01,0.04,0.93,0.3,0.39,0.29,2.88,4.54,0.0,4.69,0.05,0.01,0.01,0.04,6.97
194651,5.73,-6.39,0.16,0.49,0.12,0.73,1.16,65.63,15.32,0.01,7.92,-0.0,0.01,0.01,0.7,15.88
72098,-6.58,-1.12,0.01,-1.33,-0.03,0.02,0.15,36.08,0.79,0.0,0.27,-0.01,0.0,-0.01,0.67,0.76
180476,4.92,-1.88,0.07,0.78,0.06,0.57,1.11,93.4,7.01,0.01,6.74,-0.01,0.01,0.01,0.89,7.44
77876,6.97,0.27,0.08,1.0,0.08,0.74,1.1,79.46,7.54,0.01,8.92,0.01,0.01,0.01,0.72,10.21
29546,11.83,-0.3,0.13,1.03,0.13,1.16,1.07,89.45,12.18,0.01,13.99,0.01,0.01,0.01,0.84,15.35
82979,209.86,2.6,0.03,0.72,-0.28,0.24,0.01,0.01,3.68,-0.0,2.89,0.04,0.0,0.01,0.04,4.71
135881,14.33,3.74,0.01,1.93,0.03,0.44,0.28,16.51,1.95,0.0,5.35,0.0,0.0,0.0,0.6,1.87
168398,423.42,0.92,0.0,2.23,0.19,0.18,0.0,0.02,0.35,0.0,2.23,0.0,0.0,0.01,0.17,1.75
208484,7.01,0.24,0.07,1.09,0.06,0.67,0.97,93.35,6.14,0.01,8.1,-0.01,0.01,0.01,0.89,7.44
204146,6.01,-0.46,0.04,0.94,0.07,0.43,0.65,93.76,4.07,0.01,5.18,-0.0,0.0,0.01,0.92,5.56
247040,0.7,-0.04,0.03,0.25,0.01,0.17,1.03,99.05,3.08,0.01,2.01,0.0,0.0,0.0,0.88,2.37
122687,9.76,-1.92,0.11,0.85,0.09,0.84,0.89,86.41,10.28,0.01,9.99,-0.02,0.01,0.01,0.84,10.01
85373,4.9,-1.68,0.12,0.47,0.05,0.56,1.0,85.31,11.44,0.01,6.19,0.0,0.01,0.01,0.81,8.05
204416,5.9,-0.62,0.07,0.9,0.06,0.49,0.78,89.13,5.04,0.01,5.91,-0.01,0.01,0.01,0.89,7.44
78407,0.89,-0.46,0.03,0.27,0.01,0.18,0.87,98.17,3.06,0.01,2.07,-0.01,0.0,0.0,0.97,1.97
31931,3.59,2.96,0.06,0.64,0.05,0.42,1.02,26.7,5.8,0.01,4.97,0.03,0.0,0.01,0.25,5.35
151370,6.32,-5.56,0.13,0.56,0.07,0.72,1.07,77.8,13.04,0.01,8.07,-0.05,0.01,0.01,0.78,8.55
105452,,,0.06,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.97,7.51
218339,6.59,-0.14,0.07,1.0,0.06,0.78,1.23,87.65,8.04,0.01,9.38,-0.01,0.01,0.01,0.89,7.44
181052,-14.21,0.68,0.0,1.85,0.19,0.16,-0.05,15.23,0.29,0.0,1.95,0.0,0.0,0.01,0.17,1.75
122552,5.91,-0.93,0.07,0.95,0.06,0.69,1.2,98.14,7.38,0.01,8.35,-0.01,0.01,0.01,0.96,8.34
217853,10.37,-1.71,0.11,0.96,0.11,1.01,1.04,98.82,11.21,0.01,12.06,-0.01,0.01,0.01,0.92,11.84
44855,10.11,4.36,0.12,0.87,0.05,1.25,1.33,79.95,15.75,0.01,14.75,0.0,0.01,0.01,0.81,8.05
125135,6.08,-0.63,0.06,0.97,0.06,0.61,1.0,98.68,6.13,0.01,7.35,-0.01,0.01,0.01,0.97,7.51
91925,0.79,-0.42,0.03,0.23,0.01,0.15,0.66,90.93,2.42,0.01,1.81,-0.01,0.0,0.0,0.95,1.9
209024,6.92,-1.31,0.16,0.48,0.1,0.86,1.1,34.19,18.75,0.01,8.88,0.01,0.01,0.01,0.47,11.42
78848,-7.25,-0.41,0.01,-1.28,-0.03,0.08,0.05,27.46,0.34,0.0,0.92,-0.01,0.0,-0.01,0.67,0.76
112184,0.64,-0.65,0.03,0.2,0.01,0.15,0.84,97.6,2.95,0.01,1.83,-0.0,0.0,0.0,0.95,2.09
64682,0.84,0.08,0.03,0.19,0.06,0.16,0.66,38.78,3.09,0.0,1.84,0.03,0.0,0.01,0.29,4.58
120590,1.03,-0.36,0.03,0.31,0.01,0.19,0.96,97.39,3.38,0.01,2.29,-0.01,0.0,0.0,0.97,1.97
170810,7.52,-4.51,0.11,0.69,0.11,0.82,1.08,90.18,12.22,0.01,9.43,-0.01,0.01,0.01,0.92,11.84
96875,8.82,-2.8,0.11,0.8,0.11,0.8,0.93,90.35,10.45,0.01,9.46,-0.01,0.01,0.01,0.92,11.84
136520,5.66,-0.75,0.04,0.9,0.06,0.45,0.72,96.72,4.49,0.01,5.39,-0.0,0.0,0.01,0.88,4.79
35297,4.41,-2.66,0.07,0.58,0.05,0.62,1.32,59.07,10.53,0.01,7.12,-0.02,0.01,0.01,0.82,6.14
125018,3.74,-3.17,0.07,0.61,0.05,0.47,1.12,95.29,7.05,0.01,5.5,-0.02,0.01,0.01,0.82,6.14
121004,6.68,-1.78,0.18,0.48,0.05,0.75,1.0,39.6,16.0,0.01,8.0,-0.04,0.01,0.0,0.42,7.36
100673,5.51,-0.92,0.07,0.84,0.06,0.47,0.8,87.87,5.23,0.01,5.7,-0.01,0.01,0.01,0.89,7.44
147887,6.9,0.12,0.06,1.1,0.06,0.61,0.89,98.08,5.48,0.01,7.42,-0.01,0.01,0.01,0.97,7.51
34622,7.12,-4.9,0.16,0.55,0.12,0.94,1.24,54.28,17.99,0.01,10.08,-0.0,0.01,0.01,0.7,15.88
36071,18.79,8.01,0.16,1.28,0.12,2.11,1.33,57.81,18.82,0.01,26.3,-0.0,0.01,0.01,0.7,15.88
160442,5.12,1.27,0.03,1.12,0.25,0.23,0.3,42.67,1.29,0.0,2.81,0.02,0.0,0.01,0.14,3.71
161135,4.2,-8.77,0.16,0.41,0.08,0.62,1.24,78.18,15.05,0.01,6.5,-0.05,0.01,0.01,0.68,10.17
68903,9.98,2.76,0.11,0.86,0.1,0.87,0.91,81.09,10.66,0.01,10.36,0.03,0.01,0.01,0.73,9.96
226160,7.59,-4.3,0.11,0.66,0.09,0.83,1.07,77.16,13.1,0.01,9.45,-0.02,0.01,0.01,0.84,10.01
45917,9.24,2.45,0.12,0.8,0.05,0.91,1.02,79.24,12.1,0.01,10.72,0.0,0.01,0.01,0.81,8.05
104705,8.02,-3.99,0.16,0.66,0.08,0.93,1.15,69.46,14.78,0.01,10.51,-0.05,0.01,0.01,0.68,10.17
236861,6.82,0.09,0.08,1.07,0.06,0.86,1.34,96.29,8.38,0.01,10.46,-0.01,0.01,0.01,0.97,9.13
219383,0.2,-1.05,0.03,0.07,0.0,0.13,0.88,91.24,3.17,0.01,1.47,-0.01,0.0,0.0,0.96,1.62
200447,16.13,3.1,0.11,0.65,0.26,0.69,0.42,15.0,10.79,0.0,7.99,0.05,0.01,0.01,0.13,9.39
183608,3.88,-2.66,0.07,0.58,0.05,0.44,0.99,80.4,6.78,0.01,5.14,-0.02,0.01,0.01,0.82,6.14
61820,10.65,0.92,0.1,0.72,0.1,0.66,0.61,43.89,9.25,0.01,7.78,0.01,0.01,0.01,0.48,8.24
70172,2.22,0.11,0.0,0.46,0.19,0.12,0.08,37.53,0.42,0.0,1.46,0.0,0.0,0.01,0.17,1.75
117116,2.77,-4.68,0.11,0.25,0.06,0.34,0.79,50.14,11.26,0.01,3.49,-0.02,0.01,0.0,0.53,6.27
190835,,,0.09,,0.03,,,,,0.01,0.0,-0.01,0.0,0.01,0.95,4.94
115019,5.1,-1.9,0.07,0.69,0.06,0.71,1.36,64.89,10.35,0.01,8.25,-0.01,0.01,0.01,0.89,7.44
173555,4.59,-8.39,0.16,0.42,0.08,0.7,1.29,66.85,16.91,0.01,7.21,-0.05,0.01,0.01,0.68,10.17
127268,1.15,-0.28,0.04,0.34,0.01,0.22,1.09,96.28,3.84,0.01,2.55,-0.0,0.0,0.0,0.95,2.51
80351,6.09,-3.39,0.16,0.56,0.08,0.82,1.27,69.68,15.3,0.01,9.05,-0.01,0.01,0.01,0.65,11.9
179738,5.28,2.27,0.03,0.66,0.06,0.33,0.5,13.23,4.0,0.0,3.93,0.03,0.0,0.01,0.29,4.58
82754,6.64,-0.13,0.08,1.05,0.06,0.89,1.43,96.98,8.87,0.01,10.76,-0.01,0.01,0.01,0.97,9.13
182222,0.04,-0.56,0.03,0.03,0.0,0.11,0.83,69.29,2.93,0.01,1.33,-0.0,0.0,0.0,0.59,1.65
184202,8.24,-3.76,0.11,0.75,0.11,0.87,1.08,88.44,12.27,0.01,10.15,-0.01,0.01,0.01,0.92,11.84
81044,-33.01,4.02,0.03,1.52,-0.28,0.43,-0.12,1.92,2.48,-0.0,5.3,0.04,0.0,0.01,0.04,4.71
27233,4.8,-2.18,0.07,0.77,0.06,0.6,1.21,95.74,7.53,0.01,7.08,-0.01,0.01,0.01,0.96,8.34
72494,10.5,-1.58,0.13,0.97,0.13,1.01,1.04,98.6,11.18,0.01,12.15,0.01,0.01,0.01,0.84,15.35
132164,5.87,-1.05,0.07,0.94,0.06,0.74,1.29,97.21,8.03,0.01,8.89,-0.01,0.01,0.01,0.96,8.34
53873,12.33,0.1,0.11,1.12,0.11,1.12,1.0,98.31,10.83,0.01,13.63,-0.01,0.01,0.01,0.92,11.84
223937,6.2,-0.74,0.09,1.0,0.06,0.87,1.49,98.77,9.19,0.01,10.54,-0.01,0.01,0.01,0.96,9.92
98234,,,0.07,,0.05,,,,,0.01,0.0,-0.02,0.01,0.01,0.82,6.14
153467,8.0,-3.64,0.11,0.72,0.09,0.78,0.97,87.89,11.11,0.01,9.07,-0.02,0.01,0.01,0.84,10.01
144116,5.92,-1.18,0.09,0.95,0.03,0.88,1.57,98.01,9.69,0.01,10.55,-0.01,0.0,0.01,0.95,4.94
160343,6.15,-0.72,0.08,0.98,0.06,0.78,1.32,96.27,8.26,0.01,9.43,-0.01,0.01,0.01,0.97,9.13
66887,5.19,-1.5,0.11,0.51,0.06,0.61,1.06,91.11,11.76,0.01,6.81,-0.01,0.01,0.01,0.9,6.62
130328,4.24,4.34,0.06,0.8,0.05,0.55,1.24,30.48,6.59,0.01,6.56,0.03,0.0,0.01,0.25,5.35
45602,14.97,6.59,0.11,1.15,0.1,1.17,0.86,69.55,11.0,0.01,14.24,0.03,0.01,0.01,0.73,9.96
94778,,,0.13,,0.07,,,,,0.01,0.0,-0.05,0.01,0.01,0.78,8.55
74726,9,2.38,0.13,0.75,0.08,0.93,1.06,73.64,13.04,0.01,10.83,0.01,0.01,0.01,0.67,9.11
231254,20.58,8.27,0.13,1.33,0.13,1.88,1.08,52.77,15.99,0.01,23.53,0.01,0.01,0.01,0.84,15.35
126305,10.99,4.28,0.13,0.86,0.1,1.07,1.04,67.26,13.36,0.01,12.69,0.03,0.01,0.01,0.63,10.51
207782,6.66,-0.06,0.09,1.02,0.05,0.65,0.98,89.4,6.34,0.01,7.83,-0.02,0.01,0.01,0.87,8.38
218708,-19.48,3.49,0.03,1.13,-0.28,0.39,-0.18,3.02,2.89,-0.0,4.7,0.04,0.0,0.01,0.04,4.71
145349,3.71,-3.69,0.07,0.61,0.05,0.53,1.31,93.92,8.25,0.01,6.14,-0.02,0.01,0.01,0.82,6.14
78587,5.38,-1.2,0.12,0.5,0.05,0.59,1.0,82.66,11.58,0.01,6.65,0.0,0.01,0.01,0.81,8.05
146888,2.1,-4.99,0.11,0.25,0.05,0.37,1.15,92.28,12.63,0.01,3.7,-0.02,0.01,0.0,0.85,5.92
137465,5.84,-1.16,0.09,0.93,0.05,0.79,1.4,96.35,8.7,0.01,9.44,-0.02,0.01,0.01,0.87,8.38
212615,9.56,4.11,0.03,1.24,0.25,0.48,0.48,15.3,3.5,0.0,5.85,0.02,0.0,0.01,0.14,3.71
200915,11.33,2.37,0.03,0.72,0.25,0.32,0.22,3.56,3.47,0.0,3.84,0.02,0.0,0.01,0.14,3.71
208907,0.43,-0.19,0.03,0.14,-0.0,0.13,0.62,78.58,2.1,0.01,1.56,-0.01,0.0,-0.0,0.89,0.98
201680,-22.9,3.49,0.03,1.54,0.25,0.39,-0.15,4.11,2.12,0.0,4.74,0.02,0.0,0.01,0.14,3.71
29573,-0.03,-0.74,0.03,0.0,0.01,0.11,0.98,95.38,2.97,0.01,1.26,0.0,0.0,0.0,0.88,2.37
122345,12.17,-0.04,0.11,1.11,0.11,1.09,0.98,99.42,10.59,0.01,13.26,-0.01,0.01,0.01,0.92,11.84
70433,,,,,,,,,,,,,,,,
152891,9.69,2.85,0.13,0.82,0.08,0.94,1.02,78.39,12.12,0.01,11.13,0.01,0.01,0.01,0.67,9.11
123092,5.71,-0.96,0.11,0.56,0.06,0.59,0.95,96.34,10.24,0.01,6.72,-0.01,0.01,0.01,0.9,6.62
36503,0.14,-0.35,0.03,0.05,0.01,0.12,0.59,89.46,1.86,0.01,1.37,0.0,0.0,0.0,0.88,2.37
142271,6.23,-0.66,0.08,0.99,0.06,0.82,1.39,97.19,8.61,0.01,9.92,-0.01,0.01,0.01,0.97,9.13
35243,4.41,-2.65,0.07,0.58,0.05,0.62,1.32,59.06,10.52,0.01,7.12,-0.02,0.01,0.01,0.82,6.14
166679,0.66,-0.07,0.03,0.23,0.01,0.16,0.94,99.0,2.83,0.01,1.91,0.0,0.0,0.0,0.88,2.37
158255,4.33,-3.74,0.18,0.35,0.05,0.48,0.88,46.02,12.98,0.01,5.1,-0.04,0.01,0.0,0.42,7.36
219509,,,0.13,,0.07,,,,,0.01,0.0,-0.05,0.01,0.01,0.78,8.55
126548,11.77,4.28,0.11,0.98,0.1,1.0,0.91,78.68,10.89,0.01,12.05,0.03,0.01,0.01,0.73,9.96
52955,11.62,-0.53,0.11,1.06,0.11,1.07,1.0,98.34,10.82,0.01,12.92,-0.01,0.01,0.01,0.92,11.84
239543,-2.19,-0.6,0.01,-0.62,-0.03,0.07,0.21,71.24,0.78,0.0,0.84,-0.01,0.0,-0.01,0.67,0.76
103382,7.88,1.36,0.13,0.66,0.08,0.85,1.08,70.54,13.54,0.01,9.77,0.01,0.01,0.01,0.67,9.11
230993,1.29,-0.11,0.03,0.38,0.01,0.2,0.84,97.39,2.96,0.01,2.38,-0.01,0.0,0.0,0.95,1.9
209771,12.99,5.32,0.11,1.09,0.1,1.1,0.93,81.57,10.84,0.01,13.31,0.03,0.01,0.01,0.73,9.96
240704,11.08,-0.82,0.11,0.98,0.09,0.87,0.83,91.71,9.26,0.01,10.46,-0.02,0.01,0.01,0.84,10.01
195947,6.6,-1.32,0.13,0.41,0.07,0.55,0.71,30.37,12.94,0.01,5.97,-0.01,0.01,0.0,0.3,6.0
130274,,,0.13,,0.13,,,,,0.01,0.0,0.01,0.01,0.01,0.84,15.35
49895,1.87,0.15,0.01,0.5,-0.01,0.16,0.35,86.61,1.33,0.0,1.95,-0.01,0.0,-0.0,0.7,1.11
233693,7.08,-4.94,0.13,0.66,0.13,0.78,1.08,89.37,12.3,0.01,8.96,0.01,0.01,0.01,0.84,15.35
146123,8.74,2.1,0.05,0.87,0.06,0.3,0.26,8.7,2.6,0.01,3.61,0.03,0.0,0.01,0.17,5.12
206369,2.99,0.48,0.01,0.79,0.03,0.16,0.22,61.21,0.83,0.0,1.94,0.0,0.0,0.0,0.6,1.87
234044,6.62,-0.09,0.04,1.05,0.07,0.51,0.73,97.69,4.52,0.01,6.14,-0.0,0.0,0.01,0.92,5.56
189998,8.44,1.66,0.12,0.76,0.05,0.85,1.03,87.19,11.61,0.01,9.95,0.0,0.01,0.01,0.81,8.05
34370,0.3,-1.08,0.03,0.1,0.01,0.14,0.98,97.38,3.44,0.01,1.58,-0.0,0.0,0.0,0.95,2.09
146132,13.35,3.12,0.05,1.25,0.06,0.38,0.25,7.89,2.6,0.01,4.67,0.03,0.0,0.01,0.17,5.12
222857,3.41,-3.74,0.07,0.55,0.05,0.46,1.2,91.87,7.67,0.01,5.39,-0.02,0.01,0.01,0.82,6.14
74816,,,0.13,,0.08,,,,,0.01,0.0,0.01,0.01,0.01,0.67,9.11
217988,4.7,-1.88,0.11,0.47,0.06,0.53,0.98,92.62,10.71,0.01,5.89,-0.01,0.01,0.01,0.9,6.62
183662,,,0.04,,0.07,,,,,0.01,0.0,-0.0,0.0,0.01,0.92,5.56
125315,1.62,0.16,0.04,0.43,0.03,0.22,0.8,79.53,3.1,0.01,2.59,0.01,0.0,0.01,0.84,3.85
162683,9.84,-2.33,0.13,0.89,0.13,1.04,1.12,91.94,12.57,0.01,12.33,0.01,0.01,0.01,0.84,15.35
211265,3.17,0.52,0.01,0.85,0.03,0.17,0.22,63.45,0.84,0.0,1.99,0.0,0.0,0.0,0.6,1.87
153017,3.74,-5.11,0.07,0.34,0.06,0.33,0.65,81.55,7.66,0.01,3.71,-0.02,0.0,0.01,0.67,4.93
251837,2.34,0.83,0.04,0.67,0.01,0.29,0.92,95.89,3.27,0.01,3.45,-0.0,0.0,0.0,0.94,2.55
78758,3.88,-1.4,0.05,0.6,0.03,0.27,0.51,87.67,3.28,0.01,3.26,-0.02,0.0,0.0,0.5,2.79
34964,5.26,-1.22,0.05,0.79,0.05,0.49,0.88,85.56,5.8,0.01,5.92,-0.01,0.0,0.01,0.88,5.53
