investment_class,currency,total_assets,yield,greatstone_rating,inception_date,tag,fund_size,return_ytd
Blend,USD,4730000.0,2.02,0,2017-02-27,173663,Large,7.76
Growth,USD,3510000000.0,0.2,,2012-05-17,59786,Large,13.09
Value,USD,2540000000.0,5.59,4,2012-09-03,97208,Small,4.6
Blend,USD,1070000000.0,2.12,4,1994-07-13,180638,Large,6.03
Value,USD,561420000.0,3.64,3,1987-08-31,91232,Medium,2.17
Blend,USD,13740000.0,2.81,,2015-11-22,160208,Large,11.49
,USD,19720000.0,0.0,2,2015-08-20,75581,,3.39
Blend,USD,40040000.0,1.86,,2016-12-12,183797,Large,7.05
Blend,USD,7090000000.0,2.73,3,2016-01-04,85967,Large,10.08
Blend,USD,201010000.0,0.0,2,2012-05-14,168803,Large,4.12
Growth,USD,11260000000.0,3.8,,2006-02-01,242180,Medium,6.39
Value,USD,47390000.0,4.6,,2013-10-31,76103,Small,3.98
Value,USD,150870000.0,0.19,,2000-05-30,110573,Medium,14.19
Blend,USD,1550000000.0,1.67,2,2014-07-09,202004,Large,12.2
Value,USD,1430000000.0,1.25,2,2016-11-29,176597,Medium,12.99
Growth,USD,50590000.0,0.0,4,2011-10-30,28268,Medium,5.64
Blend,USD,421230000.0,5.65,3,2011-05-25,180755,Small,3.24
Value,USD,19610000.0,1.66,2,2009-06-07,95300,Large,4.13
Value,USD,321350000.0,4.98,4,2008-06-01,155834,Small,6.59
Growth,USD,1590000000.0,2.87,2,2004-12-28,189935,Medium,3.01
Blend,USD,209690000.0,0.0,4,1998-07-16,67301,Small,11.73
Value,USD,37410000.0,4.57,3,2011-04-03,210653,Small,15.49
Value,USD,78700000.0,0.83,2,2007-01-02,63530,Large,11.08
Value,USD,719150000.0,1.48,3,1996-06-26,77498,Medium,0.39
Value,USD,,,4,2006-06-20,179459,Medium,
Blend,USD,815540000.0,2.27,4,2012-07-01,133910,Large,11.09
Blend,USD,105740000.0,2.7,4,1991-01-01,139859,Medium,3.16
Growth,USD,14670000.0,0.58,1,2012-08-30,235772,Large,10.88
Blend,USD,8640000.0,2.03,1,2014-07-30,210023,Large,-1.68
Value,USD,561420000.0,3.73,3,2016-09-14,83456,Medium,2.19
Blend,USD,4630000.0,0.08,3,2015-07-30,98900,Large,12.31
,USD,1600000.0,0.0,0,2005-09-11,222362,,-14.38
Blend,USD,54740000000.0,1.96,4,2002-06-26,209177,Large,8.95
Value,USD,33280000.0,2.68,4,2011-10-30,71054,Small,4.98
Blend,USD,536300000.0,0.27,2,2001-05-14,204767,Large,13.35
Value,USD,18410000.0,5.57,2,2008-05-20,236519,Medium,11.47
Blend,USD,13520000000.0,2.13,3,2017-01-26,241046,Large,2.02
Growth,USD,5470000000.0,1.25,3,2001-02-28,199268,Large,10.3
Value,USD,305650000.0,2.42,4,2013-07-14,241505,Medium,1.58
Value,USD,4860000.0,4.82,0,2017-12-25,110051,Large,6.67
Value,USD,6250000000.0,2.43,3,2008-05-08,82115,Large,12.14
Value,USD,2670000000.0,3.76,5,1999-06-30,73448,Medium,3.01
Growth,USD,772320000.0,4.81,3,1984-03-04,223361,Small,3.22
Blend,USD,895450000.0,2.37,4,2012-07-01,134702,Large,10.24
Growth,USD,123690000000.0,2.96,,2013-05-30,247148,Medium,3.09
,USD,20040000.0,4.95,0,2017-01-02,115208,,7.12
Growth,USD,121090000.0,0.0,4,2012-11-07,54908,Large,20.42
Value,USD,12520000000.0,4.29,5,2007-05-30,133487,Large,6.9
Blend,USD,133250000.0,2.08,3,2014-12-14,229787,Large,8.71
Blend,USD,2880000000.0,1.4,,2015-05-28,93572,Large,11.79
Growth,USD,81240000.0,0.0,3,1998-05-10,213515,Large,11.86
Blend,USD,33120000.0,3.23,1,2008-12-28,39464,Large,11.09
Value,USD,15860000.0,4.6,0,2017-12-17,69623,Small,4.86
,USD,137040.0,0.0,0,2016-03-30,70874,,-18.2
Blend,USD,18100000.0,29.94,3,2012-12-27,187793,Large,10.76
Growth,USD,47900000.0,0.0,,2003-11-30,52154,Large,0.69
Blend,USD,897860000.0,3.45,,2014-07-30,116234,Medium,3.7
Value,USD,6030000.0,0.0,2,2015-12-27,176957,Small,12.71
Growth,USD,767370.0,0.49,0,2017-11-14,32075,Large,15.95
Growth,USD,2110000000.0,2.21,3,2004-06-27,47951,Large,3.18
Value,USD,719100000.0,1.77,,2012-07-31,148634,Medium,1.54
Blend,USD,24310000000.0,1.61,3,2015-08-27,236852,Large,12.5
Blend,USD,313790000.0,2.85,4,2013-06-30,68273,Medium,2.9
Value,USD,710900000.0,2.19,2,2017-12-27,193445,Medium,12.09
Blend,USD,304970000.0,3.17,2,2013-03-25,202319,Large,11.84
,USD,19660000.0,,,2015-06-28,147068,,
Blend,USD,1130000000.0,1.29,,2006-05-31,82862,Large,12.06
Value,USD,251970000.0,2.28,2,2016-05-30,143207,Large,9.95
Blend,USD,1060000000.0,0.69,4,2004-05-31,195470,Small,13.11
Value,USD,37500000.0,1.9,2,2006-07-10,69803,Medium,2.66
Value,USD,273570000.0,2.23,,2005-10-13,130643,Large,6.34
Blend,USD,203210000.0,1.69,,1997-11-03,178370,Medium,2.13
Blend,USD,1960000000.0,0.0,3,1996-06-26,152900,Large,11.44
Growth,USD,3590000000.0,1.0,3,2003-06-30,231983,Large,15.54
Growth,USD,14780000000.0,0.32,,2014-02-20,53045,Large,10.88
Blend,USD,4840000000.0,2.24,,2003-12-30,131606,Large,2.41
Blend,USD,945660000.0,2.88,4,1979-07-02,139319,Medium,2.57
Value,USD,2420000000.0,0.48,5,2011-05-25,170261,Small,15.05
Growth,USD,11460000000.0,0.0,4,2009-07-05,129797,Medium,17.35
Blend,USD,1530000000.0,4.33,4,2005-08-11,28124,Medium,6.33
Blend,USD,65560000.0,3.01,4,2016-08-31,196244,Large,10.93
Value,USD,1090000000.0,1.22,,2008-11-02,131732,Large,11.7
Blend,USD,10520000.0,3.31,,2008-06-29,196856,Large,4.36
Growth,USD,46140000.0,1.4,2,2012-05-21,83681,Large,5.17
Blend,USD,11350000000.0,2.59,2,2015-12-03,228230,Large,2.88
Value,USD,362270000.0,3.42,3,2011-08-30,182600,Medium,3.48
,USD,517050000.0,0.0,1,2013-08-29,109844,,1.4
Growth,USD,358490000.0,2.75,,2017-04-03,145502,Medium,3.44
Blend,USD,1740000000.0,2.39,3,2012-01-30,128960,Large,11.56
Blend,USD,350070000.0,1.01,3,2011-10-02,117521,Large,6.68
Value,USD,551800000.0,2.35,,2013-01-03,229706,Large,11.23
Value,USD,917720000.0,2.51,4,2006-08-30,250883,Large,7.69
Blend,USD,14830000000.0,1.91,5,2007-01-31,205613,Large,6.8
Growth,USD,4440000000.0,2.83,4,1997-06-30,57464,Small,4.84
Blend,USD,323610000.0,2.06,3,2014-05-29,45269,Large,8.88
Growth,USD,40710000000.0,0.0,4,1996-11-17,177056,Large,12.13
Blend,USD,1840000000.0,1.8,3,2008-09-25,206027,Large,10.27
,USD,44730000.0,2.67,0,2016-11-14,195569,,2.9
Growth,USD,89330000.0,0.0,3,2000-12-21,29681,Medium,18.23
Growth,USD,281670000.0,0.0,4,2010-07-29,74339,Medium,8.41
Blend,USD,1550000000.0,1.34,2,1992-11-30,166994,Large,2.87
Growth,USD,124430000.0,0.87,4,2003-09-30,248723,Large,8.18
Blend,USD,1480000000.0,2.42,3,2008-12-14,195974,Medium,1.98
Blend,USD,1110000000.0,1.22,,1996-10-20,188387,Large,11.66
Growth,USD,1090000000.0,0.0,3,2007-11-29,104804,Small,16.17
Growth,USD,30020000.0,0.56,1,2013-09-24,34883,Large,7.76
Blend,USD,58000000.0,5.67,4,2015-08-30,235358,Small,6.91
Blend,USD,3200000000.0,1.83,3,2005-10-17,127043,Large,7.19
Value,USD,17610000.0,3.94,,2013-09-29,99674,Medium,15.25
Value,USD,471370000.0,1.58,3,2001-10-25,115037,Large,14.5
Blend,USD,1150000000.0,3.26,4,2013-04-23,174752,Medium,3.71
,USD,123600000.0,1.97,1,1998-08-17,218186,,2.34
,USD,42220000.0,3.73,2,2012-03-29,74627,,5.48
Blend,USD,5450000.0,1.4,5,2015-11-29,249362,Large,8.13
Value,USD,692260000.0,2.77,1,2017-04-30,172808,Large,9.16
Blend,USD,1030000000.0,2.45,4,2015-03-26,130454,Large,11.44
Growth,USD,319320000.0,0.05,2,2004-01-01,164060,Large,10.55
Value,USD,2110000000.0,0.09,3,2004-11-02,80981,Small,10.48
Blend,USD,53620000.0,1.08,3,2006-05-30,28880,Small,9.96
Growth,USD,2070000000.0,0.0,3,2015-06-15,128600,Large,13.38
Blend,USD,153530000.0,1.21,4,2006-12-11,202481,Large,10.44
Value,USD,114470000.0,0.0,3,1998-05-14,41039,Small,15.74
Growth,USD,150320000.0,0.63,4,2015-05-28,152675,Large,13.8
Growth,USD,28450000.0,2.65,,2014-02-27,41885,Large,10.59
Growth,USD,3770000000.0,1.84,3,2005-10-17,126080,Large,12.82
Blend,USD,609120000.0,2.7,,2016-08-30,67121,Large,10.06
,USD,393820000.0,3.42,,2015-12-30,43802,,1.77
Blend,USD,18000000.0,2.13,2,2015-06-29,249785,Large,10.57
Blend,USD,755130000.0,1.14,3,2015-11-01,107297,Large,10.54
Blend,USD,720710000.0,1.54,1,2010-02-28,27692,Large,1.91
Blend,USD,65860000.0,0.0,,2011-10-11,235700,Small,11.47
Blend,USD,533190000.0,0.0,5,2004-04-29,76490,Large,7.52
Growth,USD,498390000.0,0.77,,2002-03-03,71171,Large,13.08
Value,USD,8220000000.0,0.66,2,2006-09-28,236213,Large,1.86
Blend,USD,15140000000.0,3.66,5,2001-09-03,130049,Medium,4.11
Growth,USD,3670000000.0,1.54,2,2014-11-06,119168,Large,14.06
Value,USD,1280000000.0,3.26,2,1994-09-27,51641,Large,7.51
Value,USD,1460000000.0,2.35,3,2004-04-29,224909,Medium,1.87
Blend,USD,864380000.0,1.18,3,2005-05-01,41111,Large,13.32
Value,USD,21360000.0,0.15,3,2001-09-03,158174,Medium,13.46
Growth,USD,95210000000.0,1.06,,2001-03-14,32822,Large,11.14
Blend,USD,94780000.0,2.49,3,2003-11-16,222560,Large,7.76
Growth,USD,111450000.0,0.98,3,2009-06-02,162647,Large,15.34
Growth,USD,5450000000.0,0.82,,1993-11-14,133001,Large,16.41
,USD,1380000000.0,2.97,,2004-04-29,186713,,2.81
Value,USD,284660000.0,0.84,,2006-12-11,94724,Large,8.54
,USD,645720000.0,3.83,0,2016-09-21,212480,,1.95
Value,USD,1930000000.0,3.41,4,1986-07-06,105722,Small,3.84
Growth,USD,2040000000.0,0.39,4,1994-02-02,34550,Large,17.46
Blend,USD,293040000.0,1.67,4,1999-06-30,169694,Large,9.05
Growth,USD,371740000.0,1.56,2,2000-12-10,200762,Medium,2.69
Blend,USD,1810000000.0,2.78,4,1999-07-25,200276,Medium,3.44
Value,USD,1370000000.0,1.71,3,2001-12-09,124262,Large,9.41
Value,USD,89970000.0,0.92,,2006-08-28,158444,Medium,13.4
Blend,USD,3430000000.0,2.39,3,2006-02-27,131570,Large,9.76
Blend,USD,217720000.0,2.43,4,2013-11-06,135485,Large,11.23
Value,USD,6410000000.0,2.52,4,2006-10-01,57806,Medium,1.76
Value,USD,176640000.0,2.03,3,2009-12-30,56528,Large,10.17
Blend,USD,386930000.0,0.8,3,2011-10-10,117926,Large,12.16
Growth,USD,2680000.0,0.0,4,2015-09-29,178100,Large,18.21
Blend,USD,449940000.0,0.72,3,2013-04-29,152468,Medium,5.12
Value,USD,18990000000.0,1.46,,2002-03-14,52514,Large,1.59
Growth,USD,5340000000.0,0.0,5,1995-07-02,78137,Large,21.04
,USD,8530000.0,0.0,,2016-09-29,112472,,7.22
Blend,USD,941040000.0,0.17,2,2000-12-28,41525,Large,21.95
Blend,USD,531800000.0,3.05,3,2012-07-31,148472,Medium,5.77
Value,USD,81310000.0,0.65,2,2013-12-29,137060,Large,5.49
Blend,USD,2390000000.0,2.8,3,2005-10-17,136214,Large,5.46
Value,USD,217290000.0,1.9,2,2017-04-06,253124,Large,10.12
,USD,251640000.0,3.44,1,2007-06-28,65465,,3.79
Blend,USD,2860000000.0,0.47,3,2008-05-29,103400,Large,4.99
Blend,USD,302840000.0,1.42,2,2015-02-10,203174,Large,12.16
Blend,USD,2260000000.0,0.38,,2012-10-25,178973,Medium,16.45
Growth,USD,411840000.0,3.84,4,2017-04-03,57095,Medium,2.69
,USD,326230000.0,3.1,4,2014-12-03,59876,,4.07
Value,USD,104020000.0,3.38,1,2015-07-14,76733,Medium,8.93
Blend,USD,226060000.0,2.15,3,2004-03-03,26972,Large,4.89
Value,USD,1590000000.0,2.15,2,2003-06-30,79847,Medium,1.92
Blend,USD,,,2,1992-10-01,77237,Large,
Value,USD,3720000000.0,2.71,,2000-08-30,147617,Small,3.07
Blend,USD,11340000000.0,0.0,,1992-11-05,215054,Large,12.99
Blend,USD,1150000000.0,2.29,,2014-09-29,223775,Large,10.2
Blend,USD,32390000.0,0.44,0,2017-09-19,195245,Large,10.26
Growth,USD,785410000.0,0.75,3,2011-05-24,246104,Small,17.18
Blend,USD,4500000000.0,1.13,,2013-03-18,56951,Large,12.72
Blend,USD,1340000000.0,3.07,3,1999-05-02,150605,Medium,3.5
,USD,9230000000.0,6.1,5,2013-06-16,155879,,6.11
Growth,USD,447610000.0,0.0,2,2000-10-01,161819,Small,16.38
Growth,USD,356020000.0,0.34,,2000-06-29,106865,Large,15.89
,USD,93280000.0,5.14,0,2017-04-02,231101,,3.97
Value,USD,1430000000.0,2.02,3,2017-01-26,194723,Large,1.55
Blend,USD,513300000.0,2.74,4,2010-09-27,185777,Medium,6.66
Growth,USD,300870000.0,0.0,4,1999-04-04,127943,Small,17.72
Growth,USD,4970000000.0,0.17,4,2016-11-28,188072,Large,20.98
Blend,USD,369770000.0,3.14,2,2001-01-30,186785,Medium,2.38
Blend,USD,662930000.0,1.79,5,2014-09-30,124775,Medium,11.14
Value,USD,107720000.0,0.53,3,2016-11-30,41102,Large,11.88
Blend,USD,819240.0,1.88,0,2017-12-28,191114,Large,6.08
Growth,USD,59420000.0,1.03,1,2014-06-24,133856,Large,10.31
Value,USD,37410000.0,4.33,2,2006-02-28,210644,Small,15.4
Growth,USD,24550000.0,5.99,3,2017-10-15,165725,Large,7.6
Value,USD,154300000.0,1.51,,1992-12-30,51398,Large,8.73
Blend,USD,27350000.0,0.49,2,2006-09-28,90818,Small,13.94
Blend,USD,9420000.0,2.56,0,2017-06-04,111590,Small,11.73
Growth,USD,1320000000.0,0.0,3,1997-11-02,160469,Medium,20.19
Value,USD,1620000000.0,1.08,3,2006-05-14,136637,Small,11.7
Blend,USD,58340000.0,2.58,2,2008-12-28,27206,Large,8.54
Growth,USD,441790000.0,0.54,3,1994-09-14,31193,Medium,11.93
Blend,USD,127050000.0,2.07,,1994-11-10,174599,Large,7.14
Value,USD,125880000.0,0.98,2,1996-07-31,187721,Large,7.76
Growth,USD,839070000.0,0.18,,2017-03-09,232046,Large,17.62
Blend,USD,353410000.0,1.69,2,2003-04-30,41120,Large,3.03
Value,USD,8020000000.0,0.89,4,2013-06-27,250532,Medium,16.05
Growth,USD,3760000000.0,1.07,3,2001-02-28,199331,Large,11.54
,USD,60790000.0,5.08,0,2017-04-19,115541,,7.07
Value,USD,205780000.0,1.23,,2012-09-26,75707,Large,11.73
Value,USD,2500000.0,0.55,0,2016-09-29,97586,Large,5.67
Blend,USD,414620000.0,2.21,,2006-12-21,107720,Large,8.85
Growth,USD,3770000000.0,2.26,3,2011-08-31,137438,Large,12.96
Blend,USD,175690000.0,2.53,2,2007-09-04,228221,Large,7.59
Blend,USD,6990000000.0,5.57,4,2010-05-02,60218,Medium,6.81
Growth,USD,6720000000.0,1.91,5,1989-01-23,123929,Large,11.84
Value,USD,645310000.0,2.66,3,2015-08-27,81332,Large,5.58
Blend,USD,581750000.0,0.53,3,2015-11-23,246671,Small,14.48
Value,USD,1180000000.0,3.14,4,2010-02-25,113840,Small,2.53
Value,USD,588080000.0,0.0,3,1996-01-14,61703,Small,12.18
Growth,USD,406540000.0,0.18,3,2004-01-01,161018,Small,12.64
,USD,374270000.0,2.35,3,1991-10-30,191501,,1.45
Blend,USD,2130000000.0,1.74,3,2017-03-02,234530,Large,6.29
Blend,USD,3820000000.0,2.93,,2001-04-09,93635,Medium,3.25
Value,USD,1570000000.0,1.46,,2003-09-25,88919,Large,5.86
Value,USD,181690000.0,0.0,3,2004-04-29,40004,Medium,15.59
Value,USD,2790000000.0,2.86,4,2008-07-31,211832,Large,12.39
Growth,USD,42690000000.0,0.0,,2015-11-19,211706,Medium,15.54
Blend,USD,608490000.0,0.24,1,2005-04-04,176678,Large,-1.34
Blend,USD,8210000000.0,3.15,,1996-09-30,94490,Medium,3.68
Blend,USD,34900000.0,2.76,,2013-09-17,175373,Medium,0.57
Growth,USD,308460000.0,0.15,3,2004-12-30,154637,Large,16.57
Value,USD,81310000.0,0.76,,2013-12-29,137069,Large,5.65
Blend,USD,691930000.0,0.28,3,2002-02-13,35315,Medium,16.2
Growth,USD,16600000.0,0.0,1,2008-12-07,59210,Medium,-15.12
Growth,USD,127620000.0,4.32,4,2010-05-31,244763,Medium,2.49
Growth,USD,6700000000.0,0.59,4,1997-10-08,156104,Medium,10.34
Growth,USD,540140000.0,0.0,3,2008-07-31,240245,Medium,9.52
Value,USD,12380000000.0,5.69,4,2007-12-30,142460,Small,3.57
Growth,USD,53970000.0,0.64,3,2012-11-20,99089,Large,14.03
Value,USD,396390000.0,0.37,0,2016-05-02,54071,Medium,9.21
,USD,41600000.0,2.91,1,2007-01-30,234935,,9.56
Value,USD,34450000.0,0.87,,2013-12-16,148175,Medium,5.44
Blend,USD,27730000.0,0.7,3,2002-03-31,230300,Large,11.3
Blend,USD,708790000.0,1.51,2,2016-02-28,154619,Large,10.63
,USD,32580000.0,0.0,0,2016-09-29,205370,,7.97
,USD,184070000.0,0.0,2,2013-03-21,248651,,-11.71
Growth,USD,183060000.0,0.0,2,2010-07-29,76130,Medium,2.11
Blend,USD,392020000.0,2.95,4,1987-11-01,94373,Medium,2.22
Blend,USD,708790000.0,0.86,2,2005-04-03,154583,Large,10.45
Value,USD,74660000.0,7.11,1,2013-12-30,146969,Medium,13.58
Value,USD,154150000.0,1.39,3,2014-05-26,46961,Large,11.41
Growth,USD,28350000.0,14.39,0,2016-08-18,112265,Small,1.49
Growth,USD,26590000.0,0.0,2,1998-12-28,45296,Large,14.66
Blend,USD,5260000.0,0.0,3,2015-11-29,252944,Large,10.29
Blend,USD,5440000.0,0.88,5,2015-11-29,252926,Large,10.49
Value,USD,892000000.0,1.65,3,1995-03-19,30536,Large,4.98
Value,USD,6250000000.0,2.03,3,1995-04-30,91880,Large,12.42
Blend,USD,280820000.0,2.55,3,1993-09-06,150326,Medium,2.77
Blend,USD,17850000.0,2.37,,2014-12-14,229454,Large,5.76
Growth,USD,1790000000.0,0.63,,2002-06-27,150551,Large,13.91
Growth,USD,1510000000.0,0.98,4,2013-03-14,173267,Large,10.28
Blend,USD,382250000.0,0.0,3,2010-02-01,94013,Large,2.93
,USD,5890000000.0,3.73,,2010-03-30,159245,,3.23
Blend,USD,1840000000.0,2.02,5,2009-09-29,233882,Large,11.8
Blend,USD,500380000.0,1.72,2,1998-06-30,250451,Large,9.72
Value,USD,141330000.0,0.0,0,2017-06-18,46358,Medium,5.29
Growth,USD,487280000.0,0.11,5,2015-12-22,200825,Large,18.43
Value,USD,805130000.0,2.59,2,2015-04-09,64304,Large,13.14
Growth,USD,3590000000.0,1.26,3,1998-05-27,231929,Large,15.54
Value,USD,885400000.0,0.8,2,2001-11-06,34298,Large,11.59
Growth,USD,84580000.0,2.52,2,1997-11-24,220139,Large,12.12
Value,USD,275940000.0,2.42,3,2013-06-30,217673,Medium,2.57
Blend,USD,467230000.0,2.11,5,2005-09-28,157805,Large,12.53
Value,USD,1260000000.0,2.53,,2004-01-01,165284,Small,3.43
Growth,USD,4380000000.0,0.87,5,2006-12-21,110213,Large,13.63
Blend,USD,143920000.0,2.44,3,1996-09-29,37691,Medium,14.72
Value,USD,1110000000.0,1.92,4,2005-02-27,138311,Large,12.58
Value,USD,1510000000.0,5.15,,2006-12-10,211562,Small,7.76
Blend,USD,20060000.0,0.62,2,2004-02-19,213605,Medium,15.85
Blend,USD,4260000000.0,2.06,,1993-09-12,125702,Large,8.56
Blend,USD,199630000.0,3.06,2,1994-12-12,222308,Medium,2.35
Growth,USD,572040000.0,0.14,,2008-05-29,68714,Large,14.13
Blend,USD,1080000000.0,2.23,4,1993-09-09,134279,Large,9.86
,USD,9790000000.0,2.0,4,1997-01-28,197405,,3.44
Blend,USD,526680000.0,3.93,3,2017-02-27,111419,Medium,2.66
Blend,USD,1480000000.0,2.76,2,1993-07-01,249857,Large,2.97
Growth,USD,118830000.0,2.21,,2015-12-03,237482,Large,13.82
Blend,USD,101610000.0,0.0,1,1992-12-13,221354,Small,14.1
Blend,USD,4660000000.0,2.6,3,1996-12-09,177794,Large,7.86
Blend,USD,91730000.0,0.0,,2008-08-03,138194,Large,6.72
Value,USD,1250000000.0,3.14,,2012-11-07,56816,Large,6.89
Value,USD,18160000000.0,2.32,,1998-03-31,65150,Large,7.15
Value,USD,993150000.0,1.54,3,1998-12-27,77885,Large,11.58
Blend,USD,10700000.0,0.0,1,2002-06-27,222947,Medium,14.25
Growth,USD,4380000000.0,0.21,4,2006-12-21,110195,Large,13.44
,USD,796960000.0,3.19,1,2007-12-26,150929,,5.52
Growth,USD,286440000.0,0.49,4,1994-03-24,81836,Large,16.11
Value,USD,492770.0,4.07,0,2017-12-28,191213,Large,6.48
Value,USD,5330000000.0,1.3,5,2017-02-27,239894,Small,13.96
Growth,USD,2410000000.0,0.12,4,2003-10-30,162305,Large,14.47
Blend,USD,1850000000.0,1.89,,2008-04-29,199691,Large,14.31
Blend,USD,1060000000.0,2.54,4,2012-07-01,126638,Large,8.32
Value,USD,17380000.0,0.46,3,2016-01-10,185858,Small,12.67
Value,USD,1260000000.0,4.22,3,2017-04-03,143459,Medium,2.66
Value,USD,4490000.0,2.14,0,2018-02-08,209501,Large,9.94
Value,USD,504070000.0,6.63,4,2007-08-30,114191,Small,4.53
Growth,USD,785270000.0,1.18,3,1996-02-14,239462,Large,11.49
,USD,7500000.0,0.0,0,2004-01-29,239939,,-24.76
Growth,USD,1430000.0,2.21,,2017-10-15,165194,Large,3.28
Blend,USD,323610000.0,2.32,,2014-05-29,45305,Large,9.03
Growth,USD,771590000.0,0.41,,2015-04-30,167381,Large,16.97
Value,USD,179900.0,2.73,3,2007-08-02,64979,Large,7.17
Blend,USD,391360000.0,1.77,,2017-04-19,117278,Large,12.24
Blend,USD,12710000.0,0.48,1,2015-02-08,246689,Large,11.44
Blend,USD,94930000.0,1.09,2,2007-05-02,235835,Large,11.15
Blend,USD,559830000.0,0.9,3,2009-11-30,155357,Large,7.38
Value,USD,82380000.0,0.66,,1997-10-30,231974,Medium,15.89
Blend,USD,13930000.0,1.65,0,2017-09-28,76355,Large,11.76
Blend,USD,42860000.0,0.0,1,2006-05-30,116999,Large,17.86
Blend,USD,256690000.0,1.93,3,2001-01-02,201617,Small,13.37
Blend,USD,199780000.0,0.8,,2009-07-05,126818,Large,5.45
Blend,USD,4100000000.0,1.26,,2008-09-01,206378,Medium,2.95
Growth,USD,2730000000.0,0.56,2,2011-08-01,50957,Medium,12.36
Growth,USD,18520000.0,3.09,,2004-11-30,251342,Large,14.66
Growth,USD,4510000000.0,0.0,3,1993-02-28,193796,Large,16.97
Growth,USD,3060000000.0,0.28,3,1998-12-30,157355,Large,12.68
Value,USD,202820000.0,12.12,4,2014-12-21,158606,Medium,22.72
Blend,USD,214350000.0,2.09,3,2009-04-26,32192,Large,7.43
Growth,USD,53010000.0,0.0,3,2007-01-02,63431,Small,20.5
Growth,USD,444620000.0,0.0,4,2000-06-25,206810,Large,13.99
Blend,USD,67120000.0,0.0,2,2008-03-30,250721,Small,15.18
Blend,USD,88780000.0,1.88,,2012-10-18,42326,Large,13.87
Blend,USD,179420000.0,3.28,3,1990-12-02,181880,Medium,2.66
Growth,USD,540780000.0,0.72,1,2010-01-03,160550,Large,8.46
Blend,USD,17570000.0,2.18,0,2017-01-08,203687,Large,8.65
Value,USD,399430000.0,0.21,3,2006-12-03,211976,Medium,16.62
Blend,USD,325830000.0,1.78,2,1995-09-26,118700,Medium,1.99
Value,USD,450550000.0,2.64,2,1998-05-17,45188,Large,1.86
Blend,USD,1800000000.0,2.09,3,2005-12-19,84896,Large,-2.26
Blend,USD,815540000.0,1.92,4,2017-05-30,133766,Large,11.03
Value,USD,9170000000.0,2.45,4,2017-12-26,189161,Medium,2.4
Growth,USD,13090000.0,3.14,,2017-04-09,35216,Large,8.76
Growth,USD,445060000.0,2.37,4,2008-12-17,248237,Large,3.86
Blend,USD,566230000.0,1.81,,1998-11-30,249983,Large,8.4
Blend,USD,119930000.0,1.87,2,2004-03-29,127421,Large,6.8
Value,USD,3720000000.0,3.62,4,2017-04-03,147689,Small,3.4
Blend,USD,1400000000.0,0.0,3,2000-12-26,88100,Large,18.42
Growth,USD,629680000.0,0.0,4,2000-06-01,222785,Large,18.49
,USD,367150000.0,1.23,3,2008-05-26,111896,,9.24
Growth,USD,587880000.0,0.33,4,2015-08-31,100592,Medium,14.84
Value,USD,1180000000.0,3.17,4,2003-11-27,113885,Small,2.55
Blend,USD,65310000.0,0.11,2,1939-01-02,221174,Large,16.94
Blend,USD,311660000.0,2.33,2,1993-09-06,150497,Medium,2.51
Blend,USD,109240000.0,0.29,,1990-03-01,224261,Medium,18.6
Blend,USD,13150000.0,0.0,,2010-09-22,89621,Large,1.28
Blend,USD,10400000.0,0.63,,2002-11-04,120707,Large,11.29
Blend,USD,260720000.0,3.96,,2005-09-29,66545,Small,3.63
Value,USD,3620000000.0,0.52,5,1998-05-14,202184,Large,9.09
Growth,USD,263760000.0,0.0,2,2005-11-03,150767,Large,15.86
Blend,USD,443440000.0,2.2,1,2000-12-17,73529,Medium,2.71
Blend,USD,1500000000.0,5.0,,2010-08-16,118286,Small,3.45
Growth,USD,4320000000.0,1.76,5,2007-02-27,42002,Large,10.09
Blend,USD,15150000000.0,3.02,4,2013-10-27,43136,Medium,3.16
,USD,115930000.0,1.14,1,2014-12-30,150659,,6.79
Value,USD,601970000.0,2.23,3,1986-06-15,179558,Large,2.12
Value,USD,41400000.0,0.19,,2016-07-10,66095,Small,7.6
Blend,USD,116630000.0,4.08,2,2011-05-10,83924,Medium,6.1
Blend,USD,107770000.0,2.18,,2015-11-01,69101,Large,6.83
Value,USD,95620000.0,0.16,2,2008-10-30,51569,Small,15.0
Blend,USD,420540000.0,2.17,5,2017-06-05,94895,Large,6.49
Blend,USD,5600000.0,3.88,0,2016-05-01,173330,Large,17.8
Blend,USD,975190000.0,1.95,3,2003-09-30,96317,Large,12.44
Value,USD,359930000.0,1.36,2,1986-02-17,215774,Large,7.97
Value,USD,487660000.0,4.46,3,2003-03-30,166490,Small,5.89
Blend,USD,8610000.0,1.4,3,2007-08-29,91700,Large,5.3
Growth,USD,40570000.0,1.28,2,2011-08-31,33245,Medium,10.89
,USD,57190000.0,5.41,,2012-01-31,58445,,7.57
Value,USD,13200000.0,5.03,0,2018-02-11,179054,Small,7.95
Blend,USD,831590000.0,2.03,,2017-03-16,227321,Large,3.44
Blend,USD,17590000000.0,2.17,,2006-06-06,243269,Large,11.5
Blend,USD,1840000000.0,2.08,,2015-12-03,233864,Large,11.82
Blend,USD,72020000.0,0.96,3,2001-12-30,90458,Large,13.67
Blend,USD,2300000000.0,2.32,,2008-05-29,37538,Large,8.68
Blend,USD,2980000000.0,2.55,4,2012-06-18,60290,Large,8.89
