10years_category_r_squared,10yrs_sharpe_ratio_fund,10_years_alpha_fund,10years_fund_r_squared,10years_fund_std,10yrs_sharpe_ratio_category,10_years_beta_fund,10yrs_treynor_ratio_fund,fund_id,10_years_return_mean_annual_category,10yrs_treynor_ratio_category,10_years_return_fund,10_years_alpha_category,10_years_beta_category,10years_category_std,10_years_return_mean_annual_fund,10_years_return_category
0.63,,,,,0.01,,,45921fbe-8ffe-4589-93cd-9272ac4b6807,0.0,0.06,0.0,-0.01,0.01,0.07,,4.77
0.82,,,,,0.01,,,2feeb29d-fb79-47ad-9281-9a3b9497e741,0.01,0.08,0.0,-0.0,0.01,0.19,,8.92
0.88,1.18,0.89,86.69,14.02,0.01,1.03,16.33,6eab4397-dfeb-4105-9938-c3875f5ee1c9,0.01,0.15,17.24,-0.01,0.01,0.14,1.42,15.94
0.75,1.24,0.54,83.96,2.87,0.01,0.92,3.91,4c5ec003-c303-416d-8f24-07dd294fa058,0.0,0.05,4.06,0.01,0.01,0.03,0.34,4.56
0.71,0.75,0.57,69.79,15.94,0.01,0.96,11.79,05ea353c-64f3-4651-9b3e-2fa8d170fceb,0.01,0.13,11.73,0.02,0.01,0.16,1.03,13.14
0.88,1.16,0.71,86.06,14.7,0.01,1.08,16.09,5c6a343c-0053-4635-81e8-7a83887e32f0,0.01,0.15,17.74,-0.01,0.01,0.14,1.46,15.94
0.73,,,,,0.01,,,ee1ef15e-508a-4019-b7d2-e693bca2d0af,0.01,0.09,0.0,-0.01,0.01,0.09,,7.75
0.88,1.04,-1.92,96.56,13.97,0.01,1.08,13.4,e1b9384a-abf8-49ae-8482-fdd435a26742,0.01,0.15,14.95,-0.01,0.01,0.14,1.25,15.94
0.93,0.7,1.96,96.26,15.87,0.01,0.99,10.54,b68dfd2d-a366-44c2-b909-355845a3eff6,0.01,0.08,10.87,-0.01,0.01,0.16,0.97,8.08
0.87,,,,,0.01,,,c5c6b442-c6df-4076-9f02-8d89576c30cd,0.01,0.1,0.0,0.01,0.01,0.05,,6.62
0.91,0.76,-2.5,92.35,8.24,0.01,0.98,6.33,654f1168-1a4e-4a0a-97d1-f757f3267c19,0.01,0.1,6.62,0.0,0.01,0.07,0.56,7.87
0.21,,,,,0.01,,,2224dd9b-3e3a-45b2-9d53-e50498bed54a,0.01,-0.02,0.0,0.04,0.01,0.05,,6.69
0.92,1.46,2.84,79.88,6.04,0.01,0.66,13.62,f374bd41-621d-43eb-8ed2-191c7b003e37,0.01,0.09,9.5,-0.0,0.01,0.09,0.77,9.98
0.81,0.88,-0.57,91.73,2.46,0.01,0.83,2.61,ccbf9b0f-7eb1-424a-a552-2c8476fbca7c,0.0,0.03,2.62,-0.01,0.01,0.03,0.22,2.53
0.97,,,,,0.01,,,986a45af-5df3-4c14-996a-e1c047252d31,0.01,0.08,0.0,-0.02,0.02,0.12,,12.09
0.95,,,,,0.01,,,092ca58b-6c66-476a-b049-c9cb340714e6,0.01,0.08,0.0,-0.01,0.01,0.1,,10.79
0.73,0.88,-2.98,79.25,15.62,0.01,1.1,12.12,374a58a2-eebb-4d8b-941c-12d5d9efbc54,0.01,0.13,13.74,-0.02,0.01,0.18,1.18,16.24
0.84,,,,,0.01,,,4f1f4d09-5726-4667-8ecf-ffbf57f80dbc,0.01,0.14,0.0,0.04,0.01,0.14,,11.79
0.93,0.47,-1.45,89.95,15.99,0.01,0.96,6.68,db960757-428b-4fd4-b577-730b4c8b3a5f,0.01,0.08,6.88,-0.01,0.01,0.16,0.66,8.08
0.88,1.09,-0.37,86.43,13.99,0.01,1.02,14.92,945cffc3-79e3-487a-9d46-37e6398f8cc5,0.01,0.15,15.73,-0.01,0.01,0.14,1.31,15.94
0.73,0.79,-2.87,96.48,9.44,0.01,1.14,6.37,005a4d84-8d4b-408d-bdde-40f63ca0a367,0.01,0.09,7.71,-0.01,0.01,0.09,0.66,7.75
0.88,,,,,0.01,,,bac118d3-8ad1-4e42-9f51-564c1b142e02,0.01,0.15,0.0,-0.01,0.01,0.14,,15.94
0.73,0.82,-4.43,82.17,16.31,0.01,1.17,10.92,eb4a6095-d34d-4d7b-a831-e0457bad9167,0.01,0.11,13.17,-0.04,0.01,0.18,1.15,14.12
0.85,0.99,-2.3,92.24,14.64,0.01,1.11,13.02,8f7b6079-60f7-48e2-8545-f547fec66c35,0.01,0.13,14.88,-0.03,0.01,0.15,1.25,14.51
0.9,0.97,-2.74,95.56,13.7,0.01,1.06,12.48,56936f52-5b4c-45fe-b8aa-b61d1789aebe,0.01,0.14,13.63,-0.02,0.01,0.13,1.15,13.68
0.84,0.8,4.14,81.88,15.39,0.01,0.88,13.36,c54f7783-b5bb-4e6f-a1ee-fdde02c656b0,0.01,0.14,12.26,0.04,0.01,0.14,1.07,11.79
0.89,0.75,-3.01,86.18,10.68,0.01,1.22,6.36,58fca21a-0f7b-44cf-9d38-84d0589b5ac7,0.01,0.07,8.2,-0.02,0.01,0.1,0.71,8.38
0.9,0.9,-3.36,90.89,14.1,0.01,1.06,11.78,3c665dd4-8dea-4aa7-b05b-a17646bfba3a,0.01,0.14,12.93,-0.02,0.01,0.13,1.1,13.68
0.88,0.95,-2.69,92.14,13.54,0.01,1.02,12.41,22269c7b-ecc0-4dc4-a4c6-da41689052a8,0.01,0.15,13.15,-0.01,0.01,0.14,1.11,15.94
,,,,,,,,18341cae-c170-4404-aec5-16ac72b72bc1,,,,,,,,
0.88,1.11,0.05,84.96,13.46,0.01,0.98,15.37,549fdebe-805b-4a01-9874-9680f8b076cc,0.01,0.15,15.48,-0.01,0.01,0.14,1.28,15.94
0.75,1.25,0.58,82.16,2.77,0.01,0.89,3.98,f04478b0-3b06-40f6-afe3-70966324d81b,0.0,0.05,3.98,0.01,0.01,0.03,0.33,4.56
0.08,,,,,0.0,,,032acbbd-6a1a-4c2e-ac4b-503f5b41a35b,0.0,0.03,0.0,0.0,0.01,0.12,,3.94
0.94,0.98,-2.88,97.96,13.65,0.01,1.06,12.38,613fd47b-30bc-4362-a8e0-ea2a6e8f7464,0.01,0.14,13.63,-0.01,0.01,0.13,1.15,14.54
0.75,,,,,0.01,,,ac60b757-3a5b-47d0-9e44-50f08195f38e,0.0,0.05,0.0,0.01,0.01,0.03,,4.56
0.54,,,,,0.01,,,bbef40ca-fc17-4985-989b-17f2b5b7bffd,0.01,0.11,0.0,-0.02,0.01,0.1,,7.08
0.94,0.52,-0.68,93.11,14.65,0.01,0.9,7.59,43a15976-a0c9-4270-8fe0-134f86d1f442,0.01,0.08,7.26,-0.0,0.01,0.16,0.67,8.43
0.01,-0.05,-0.01,0.17,3.26,0.0,-0.05,4.58,b444b567-a262-46f9-bd79-4381671e13e7,0.0,-0.1,0.23,0.01,0.0,0.04,0.02,1.48
0.75,1.18,0.79,69.59,3.61,0.01,1.06,4.08,cd26ac91-31f1-4b66-8a33-a49e3806d26d,0.0,0.05,4.76,0.01,0.01,0.03,0.39,4.56
0.75,1.24,0.94,63.59,2.89,0.01,0.81,4.5,a5d91d2e-a364-4c7c-bff5-e5841b048812,0.0,0.05,4.1,0.01,0.01,0.03,0.34,4.56
0.93,0.92,-0.59,94.37,3.32,0.01,0.87,3.56,1c2ec86b-9328-41ad-9918-2f97bb48b34b,0.0,0.04,3.53,-0.01,0.01,0.03,0.29,3.53
0.92,0.72,-0.82,61.59,4.66,0.01,0.98,3.36,b49c3bf2-9255-472e-ad0a-7e85c1be49cc,0.0,0.04,3.75,-0.01,0.01,0.04,0.32,4.22
0.39,,,,,0.01,,,5bad5066-65d5-4799-8c3f-362346ce785c,0.0,0.04,0.0,0.01,0.0,0.02,,2.7
0.88,0.94,-2.72,87.88,15.11,0.01,1.12,12.55,6c36e7fa-92e1-47bb-8af5-cc9c28de7c5d,0.01,0.15,14.45,-0.01,0.01,0.14,1.23,15.94
0.71,,,,,0.01,,,bfa0ce41-3bc8-4a75-ac3c-228d6cec8369,0.0,0.1,0.0,-0.02,0.0,0.06,,5.01
0.94,1.14,-0.59,97.94,13.01,0.01,1.02,14.79,19bd4e61-5473-4a43-a80b-c90602977063,0.01,0.14,15.46,-0.01,0.01,0.13,1.27,14.54
0.54,,,,,0.01,,,5c1c4949-10d4-4daa-bb09-eba37daca1d6,0.01,0.11,0.0,-0.02,0.01,0.1,,7.08
0.9,1.06,-1.42,94.88,13.68,0.01,1.05,13.88,b7884adc-9e4d-4127-90a1-cd52b2176bd7,0.01,0.14,15.04,-0.02,0.01,0.13,1.25,13.68
0.73,1.03,0.43,71.3,19.21,0.01,1.28,15.39,9ef8fb67-ca3c-4408-86e9-c2829cd878fe,0.01,0.13,20.1,-0.02,0.01,0.18,1.69,16.24
0.94,1.03,-2.04,97.36,13.62,0.01,1.06,13.26,ae871287-c37c-42a8-b33e-c82a340c99e1,0.01,0.14,14.49,-0.01,0.01,0.13,1.21,14.54
0.87,,,,,0.01,,,74ef34ef-f406-4cd5-9d7e-f62c3f5084c6,0.01,0.1,0.0,0.01,0.01,0.05,,6.62
0.97,,,,,0.01,,,d119ed3c-54f3-48a0-a5ec-ad86b4162505,0.01,0.08,0.0,-0.02,0.01,0.12,,11.53
0.94,0.96,-1.2,97.35,8.99,0.01,1.09,7.9,bee18658-2605-4452-9081-1676680b4ad3,0.01,0.09,9.08,-0.0,0.01,0.08,0.76,9.23
0.73,0.78,-5.43,73.71,21.58,0.01,1.46,10.65,8d7fa0ba-e940-49c6-a1d3-a6a1b714bb83,0.01,0.13,16.0,-0.02,0.01,0.18,1.44,16.24
0.73,,,,,0.01,,,baa40998-9526-46e2-a5ea-cd9087746993,0.01,0.09,0.0,-0.01,0.01,0.09,,7.75
0.94,1.1,-1.24,99.99,12.64,0.01,1.0,14.05,6c62a190-924b-49d0-8db0-dc57e5e4eec5,0.01,0.14,14.45,-0.01,0.01,0.13,1.2,14.54
0.82,1.0,-1.74,85.46,16.6,0.01,1.21,13.62,a5e58a6c-1487-4425-a564-d8b3c766a17b,0.01,0.14,16.92,-0.02,0.01,0.16,1.43,15.7
0.9,0.93,-3.09,84.61,17.72,0.01,1.28,12.51,2d38ac29-b08b-495a-a978-5a46fc6a83fc,0.01,0.14,16.52,-0.02,0.01,0.13,1.41,13.68
0.84,,,,,0.01,,,0c912ad0-6f03-4a21-bd61-2acbe5aa456d,0.01,0.14,0.0,0.05,0.01,0.16,,13.31
0.84,,,,,0.01,,,2262a9df-771d-4520-a837-286c209fca59,0.01,0.14,0.0,0.04,0.01,0.14,,11.79
0.93,0.48,-1.22,93.24,14.18,0.01,0.87,6.95,f4ae22d5-aa7e-4779-81ad-e7bca4710517,0.01,0.08,6.49,-0.01,0.01,0.16,0.61,8.08
0.84,,,,,0.01,,,0a863a96-877b-4f94-b238-7991145733b9,0.01,0.14,0.0,0.05,0.01,0.16,,13.31
0.61,0.52,-1.95,52.25,6.18,0.01,1.57,1.97,3b081a24-ec17-4a39-8b30-7a295476015a,0.0,0.02,3.53,-0.0,0.0,0.01,0.31,1.23
0.82,,,,,0.01,,,9ded6317-fa0f-4a38-8bd7-f9caabfa90d7,0.01,0.08,0.0,-0.0,0.01,0.19,,8.92
0.92,1.05,-0.43,98.16,8.39,0.01,1.02,8.64,e0d9bdfd-780f-4d92-82b6-7182574f385e,0.01,0.09,9.29,-0.0,0.01,0.09,0.77,9.98
0.91,0.88,-1.53,92.54,8.24,0.01,0.98,7.39,23d6d0c3-ce9d-4514-8dae-d3688166a722,0.01,0.1,7.66,0.0,0.01,0.07,0.65,7.87
0.93,,,,,0.01,,,01e1dd56-d863-411b-bccd-a82524363b89,0.01,0.08,0.0,-0.01,0.01,0.11,,11.09
0.88,1.03,-1.51,90.47,14.33,0.01,1.07,13.76,0faec82b-2e4f-482a-b656-6956d89afc75,0.01,0.15,15.23,-0.01,0.01,0.14,1.27,15.94
0.07,,,,,0.01,,,19a36f67-8b3e-45ed-8d55-76160f1c4860,0.0,0.14,0.0,0.04,0.0,0.04,,4.99
0.94,1.0,-1.9,89.3,13.95,0.01,1.04,13.28,959b5511-d8fc-4377-b8f3-602d7f7e59aa,0.01,0.14,14.24,-0.01,0.01,0.13,1.2,14.54
0.01,,,,,0.01,,,47d58cc6-7c05-449b-9a4b-480c6f8bac75,0.01,-0.19,0.0,0.07,-0.0,0.07,,6.15
0.88,1.1,-0.48,90.15,14.14,0.01,1.06,14.85,4feed1ed-5d20-4d74-8555-5fb21890ef91,0.01,0.15,16.16,-0.01,0.01,0.14,1.34,15.94
0.82,0.57,0.71,81.56,18.45,0.01,1.06,8.77,462d42b6-c5e0-40a6-90af-1c27175332b4,0.01,0.08,9.71,-0.0,0.01,0.19,0.91,8.92
0.0,1.42,8.37,0.1,6.01,0.01,0.07,130.81,c5f3c2ed-ce6f-4303-870f-b501ce1f28da,0.01,4.68,9.23,0.06,0.0,0.05,0.75,6.69
0.73,1.09,2.05,66.24,17.15,0.01,1.1,17.14,b662875d-713c-4d59-93d6-b62e083b0c8f,0.01,0.13,19.29,-0.02,0.01,0.18,1.6,16.24
0.75,,,,,0.01,,,2df47b63-a387-45a0-bbfb-dd62dac49a5f,0.01,0.05,0.0,0.01,0.01,0.06,,7.43
0.85,0.9,-3.64,86.66,16.55,0.01,1.22,11.87,f3585ee3-0610-4674-9d1a-16eac4cb112a,0.01,0.12,14.87,-0.03,0.01,0.16,1.27,14.46
0.83,1.06,0.44,83.89,10.16,0.01,1.14,9.45,f6f847ab-0504-4371-b73a-57d00efd9a63,0.01,0.09,11.25,0.0,0.01,0.1,0.94,11.07
0.03,1.32,8.04,4.19,7.42,0.01,0.53,18.76,ecfbaa95-c5b4-4a65-a54c-1368c2a272dc,0.01,0.23,10.45,0.08,0.0,0.07,0.85,9.49
0.82,0.86,-3.19,78.22,15.93,0.01,1.11,11.93,9a90e764-4af3-48da-a5f3-7039665196c2,0.01,0.14,13.68,-0.02,0.01,0.16,1.18,15.7
0.93,0.92,-0.49,90.94,3.16,0.01,0.81,3.63,db39c9fc-81e8-4822-b742-6fbc5fd52295,0.0,0.04,3.38,-0.01,0.01,0.03,0.28,3.53
0.95,,,,,0.01,,,1e3b6249-619c-4f00-8637-a43b0ef01e48,0.01,0.08,0.0,-0.02,0.01,0.12,,12.02
0.13,,,,,0.01,,,2e17a7f4-45bc-4f4d-943a-52b55b11a781,0.0,0.21,0.0,0.01,0.0,0.01,,1.6
0.9,1.09,-0.79,93.41,12.24,0.01,0.93,14.45,eb5fa219-a106-4487-96e3-c15664ecacd0,0.01,0.14,13.93,-0.02,0.01,0.13,1.15,13.68
0.88,1.23,0.82,95.45,13.27,0.01,1.02,16.35,6242d65d-c26d-44e2-ba11-f2216442fda6,0.01,0.15,17.14,-0.01,0.01,0.14,1.4,15.94
0.94,,,,,0.01,,,ce0917d7-014b-439c-82e7-ec85114e2611,0.01,0.14,0.0,-0.01,0.01,0.13,,14.54
0.39,1.38,1.02,32.29,1.4,0.01,0.28,6.98,134d4a78-5e8a-465c-9619-8fa6037c890a,0.0,0.04,2.41,0.01,0.0,0.02,0.2,2.7
0.73,0.8,-4.1,80.03,15.06,0.01,1.06,10.87,7abfe478-8691-419c-b155-20b0157e64f7,0.01,0.11,12.0,-0.04,0.01,0.18,1.04,14.12
0.75,1.37,1.65,58.95,3.37,0.01,0.91,5.18,418ff172-aaa1-4a99-975e-8cf936810f9e,0.0,0.05,5.16,0.01,0.01,0.03,0.43,4.56
0.89,,,,,0.01,,,af4e0980-35af-4457-9466-d58c6891b73f,0.01,0.07,0.0,-0.02,0.01,0.1,,8.38
0.63,,,,,0.01,,,e5c8e061-7aec-4b6d-83a3-d43eb9e2dec3,0.0,0.06,0.0,-0.01,0.01,0.07,,4.77
0.21,1.52,4.52,25.76,4.83,0.01,0.86,8.72,4a7ecf81-4fea-4304-b682-3bcf362c6c32,0.01,-0.02,7.98,0.04,0.01,0.05,0.65,6.69
0.88,1.09,-0.8,91.6,13.94,0.01,1.05,14.52,90f158ea-c6fb-45e9-b6d1-ddabe6edd2d2,0.01,0.15,15.71,-0.01,0.01,0.14,1.3,15.94
0.03,,,,,0.01,,,6276c238-bd82-4b8b-ada2-d67537fea530,0.01,0.23,0.0,0.08,0.0,0.07,,9.49
0.9,1.15,-0.01,92.5,11.77,0.01,0.89,15.38,38eb243b-831c-4ea6-81b9-032de1af86bd,0.01,0.14,14.18,-0.02,0.01,0.13,1.17,13.68
0.94,0.66,1.47,92.04,15.34,0.01,0.94,10.06,3c626208-2d13-4fe4-be19-ada5da4e2bde,0.01,0.08,9.85,-0.0,0.01,0.16,0.88,8.43
0.85,0.9,-3.03,83.78,15.69,0.01,1.13,12.22,2b3d4df1-e48a-4ccf-a642-9c04582c0632,0.01,0.12,14.29,-0.03,0.01,0.16,1.22,14.46
0.97,,,,,0.01,,,e61acf33-f435-47da-9465-3312441d4154,0.01,0.08,0.0,-0.02,0.01,0.12,,11.53
,,,,,,,,8e6d1611-926e-4b8d-9d0c-1f8f61752f1f,,,,,,,,
0.88,1.19,0.34,94.38,13.67,0.01,1.05,15.79,a2a3c817-5ca8-42f9-be7b-68631b8d22ca,0.01,0.15,16.97,-0.01,0.01,0.14,1.39,15.94
0.82,,,,,0.01,,,824374ee-48f0-44a2-bdda-2ab367908286,0.01,0.08,0.0,-0.0,0.01,0.19,,8.92
0.82,,,,,0.01,,,228ecddf-e309-44d5-a31c-4388abae93de,0.01,0.08,0.0,-0.0,0.01,0.19,,8.92
0.82,0.81,-4.05,76.67,16.66,0.01,1.15,11.15,15d99b20-6eb1-489b-bce7-288dcb040ac7,0.01,0.14,13.27,-0.02,0.01,0.16,1.16,15.7
0.39,,,,,0.01,,,1cb24551-c2ca-4c36-bc84-880e264b65b4,0.0,0.04,0.0,0.01,0.0,0.02,,2.7
0.7,0.81,1.0,79.55,18.99,0.01,1.22,12.05,0afbcdf7-6007-4096-9901-0f230753e581,0.01,0.15,15.11,0.02,0.01,0.13,1.33,11.79
0.95,,,,,0.01,,,90b88bbb-ed5d-436c-9d05-f7de014001c4,0.01,0.08,0.0,-0.02,0.01,0.12,,12.02
0.91,0.94,-2.12,95.64,14.03,0.01,1.69,7.65,8e1af8da-4ac0-45ff-9fc7-4444aa020ba6,0.01,0.08,13.36,-0.02,0.02,0.13,1.13,12.56
0.95,0.99,-0.74,96.95,7.31,0.01,0.89,8.19,1511e82a-3968-42f7-85f6-d6a7393a1802,0.01,0.09,7.71,0.0,0.01,0.07,0.64,8.16
0.97,,,,,0.01,,,d5d65269-e50e-4262-b0fb-e5b23260bdb4,0.01,0.08,0.0,-0.02,0.01,0.12,,11.53
0.91,1.23,1.1,85.49,5.94,0.01,1.47,5.05,2930e4e5-d06b-497f-835b-e84cc3f744fe,0.0,0.04,7.89,-0.0,0.01,0.05,0.65,5.69
0.85,0.93,-2.68,89.83,12.94,0.01,0.97,12.25,0a1d56ca-f180-4fb3-a411-767ab5213f8c,0.01,0.12,12.29,-0.03,0.01,0.16,1.04,14.46
0.03,,,,,0.01,,,596f9ce8-85df-419e-9079-4e24ead45285,0.01,0.23,0.0,0.08,0.0,0.07,,9.49
0.73,0.91,-1.73,96.53,9.45,0.01,1.14,7.44,f64e7666-9db3-43e2-8401-6537fd9fdf18,0.01,0.09,8.95,-0.01,0.01,0.09,0.75,7.75
0.82,,,,,0.01,,,7a60e1f9-6c65-4a7e-8bcf-4cf5635bc81c,0.01,0.08,0.0,-0.0,0.01,0.19,,8.92
0.97,,,,,0.01,,,f111b973-896b-45a3-a057-776c03913930,0.01,0.08,0.0,-0.01,0.01,0.1,,10.25
0.21,,,,,0.0,,,e0caa010-97f6-4867-8664-ae6418bab1aa,0.0,0.03,0.0,0.04,0.01,0.22,,1.73
0.85,0.92,-2.68,81.13,16.8,0.01,1.19,12.68,8ea8596e-4787-4190-9970-7cb7c1eb398c,0.01,0.13,15.57,-0.03,0.01,0.15,1.33,14.51
0.97,0.9,-2.45,97.4,12.41,0.01,1.51,7.27,5e7b20b1-28bb-4f7c-b17d-07cdb592d97a,0.01,0.08,11.4,-0.02,0.02,0.12,0.97,12.09
0.17,1.1,4.54,19.67,7.71,0.01,1.2,7.13,1fe38917-bc66-4da0-b03e-8a78810795c8,0.01,0.07,9.01,0.04,0.01,0.08,0.75,8.24
0.75,,,,,0.01,,,10ad87e2-12a1-49ab-b674-b1d2729641b2,0.0,0.05,0.0,0.01,0.01,0.03,,4.56
0.84,0.78,3.36,88.18,14.69,0.01,0.88,12.54,0cead926-70fa-4f5b-87c8-f27d57b7b038,0.01,0.14,11.42,0.04,0.01,0.14,0.99,11.79
0.71,,,,,0.01,,,5517fac1-21a3-40c1-b4b8-babbe0bc279c,0.0,0.1,0.0,-0.02,0.0,0.06,,5.01
0.94,,,,,0.01,,,b991798c-e3f1-4130-bde4-a4b56f747f78,0.01,0.14,0.0,-0.01,0.01,0.13,,14.54
0.39,1.97,2.77,20.56,1.89,0.01,0.3,12.62,dc06520c-a444-4502-b70c-10b95040d59a,0.0,0.04,4.28,0.01,0.0,0.02,0.35,2.7
0.21,1.0,3.1,13.93,5.44,0.01,0.71,7.65,170b5161-3f20-46cb-96c6-bf1a3fa473b8,0.01,-0.02,5.91,0.04,0.01,0.05,0.49,6.69
0.94,0.51,-1.71,97.89,15.22,0.01,1.0,6.83,4bf84523-aee9-4e6d-a620-3753cc217dda,0.01,0.14,7.18,-0.01,0.01,0.13,0.68,14.54
0.95,0.84,-1.26,88.78,5.55,0.01,1.4,3.31,887faa62-5dac-405e-b4c0-e24836918c95,0.0,0.04,5.09,-0.01,0.01,0.04,0.43,4.03
0.17,,,,,0.01,,,d0544ad4-c39b-45ff-8429-00a731b2aacd,0.01,0.07,0.0,0.04,0.01,0.08,,8.24
0.81,,,,,0.01,,,ae9373b1-7a3d-4682-a7e0-840ba1ce9a68,0.0,0.03,0.0,-0.01,0.01,0.03,,2.53
0.75,1.09,1.47,39.14,3.85,0.01,0.64,6.56,e60d0920-4a48-4163-b83c-faabbb933dac,0.01,0.05,4.66,0.01,0.01,0.06,0.39,7.43
0.85,,,,,0.01,,,5a222396-c33a-40b0-b73c-e7c15cb1740a,0.01,0.13,0.0,-0.03,0.01,0.15,,14.51
0.94,0.61,0.46,96.59,15.72,0.01,0.98,8.89,6f8af269-1523-47d2-a011-b4835459aba7,0.01,0.08,9.16,-0.0,0.01,0.16,0.84,8.43
0.92,1.19,1.1,91.82,8.86,0.01,1.05,10.23,0a5a7ed9-3ad6-4279-b4a6-9738f38488bb,0.01,0.09,11.15,-0.0,0.01,0.09,0.92,9.98
0.01,,,,,0.01,,,f018fd2f-3979-4b28-a346-5e793c8598b9,0.01,-0.19,0.0,0.07,-0.0,0.07,,6.15
0.73,0.76,-3.71,65.96,17.74,0.01,1.14,11.26,00aa69d5-63a5-4861-af92-35ff0155b489,0.01,0.13,13.23,-0.02,0.01,0.18,1.17,16.24
0.84,0.68,1.91,87.52,14.81,0.01,0.88,10.7,e7d8982d-08b7-4810-aae7-0d12ca094c91,0.01,0.14,9.86,0.04,0.01,0.14,0.88,11.79
0.92,0.81,-1.12,71.46,8.85,0.01,0.92,7.67,a8840e83-493a-4f83-ba17-c7c65d6f3c8f,0.01,0.09,7.51,-0.0,0.01,0.09,0.64,9.98
0.95,0.99,-0.52,97.45,4.09,0.01,1.08,3.77,4534a8bf-6aa1-46a8-a7e4-2f58c237855f,0.0,0.04,4.54,-0.01,0.01,0.04,0.38,3.77
0.65,,,,,0.0,,,f5241c85-fec0-4e18-907b-459a9dd213d9,0.0,0.01,0.0,-0.05,0.03,0.12,,4.96
0.94,0.89,-3.16,79.94,17.44,0.01,1.23,12.24,476c6c59-a7a1-4968-a48e-2d249b92586a,0.01,0.14,15.49,-0.01,0.01,0.13,1.33,14.54
0.28,1.0,2.88,18.01,5.58,0.01,0.83,6.76,78452d19-ac1c-4a74-afb0-ddcef9d0f4ce,0.0,0.11,6.08,0.01,0.01,0.06,0.51,3.95
0.87,1.21,0.72,96.66,5.94,0.01,0.72,10.16,7d36d882-0e1d-4f0b-ab53-502b1dcaa251,0.01,0.1,7.76,0.01,0.01,0.05,0.64,6.62
0.89,,,,,0.01,,,2de53669-555e-4c4d-87d9-b74f45b16a79,0.01,0.07,0.0,-0.02,0.01,0.1,,8.38
0.75,1.38,1.05,82.7,3.18,0.01,1.02,4.38,118129f9-4e1b-406e-8eb1-c053cbe7f4b7,0.0,0.05,4.91,0.01,0.01,0.03,0.4,4.56
0.88,0.58,0.41,87.18,15.33,0.01,0.91,8.8,0df7c577-5fc8-4a75-923d-9a8244b80a05,0.01,0.12,8.45,0.03,0.01,0.16,0.78,11.52
0.91,1.07,-0.01,93.52,10.02,0.01,1.19,9.07,ccd71368-7d7a-44fa-a418-4e0efda4164b,0.01,0.1,11.26,0.0,0.01,0.07,0.93,7.87
0.95,1.08,-0.12,96.13,4.15,0.01,1.09,4.15,9b6465b5-12bc-4dad-9391-5d8abb761979,0.0,0.04,4.97,-0.01,0.01,0.04,0.41,4.03
0.88,,,,,0.01,,,9c72b027-99ec-4018-b782-96dba10b6070,0.01,0.15,0.0,-0.01,0.01,0.14,,15.94
0.94,1.04,-1.76,95.89,13.04,0.01,1.01,13.45,e6139317-b40b-40a3-9da2-3cdb8abf6e16,0.01,0.14,13.99,-0.01,0.01,0.13,1.17,14.54
0.84,0.66,2.22,82.33,17.26,0.01,0.99,10.54,9198f743-149b-4cc7-8914-6998e669431d,0.01,0.14,10.93,0.04,0.01,0.14,0.99,11.79
0.97,,,,,0.01,,,e20f95a5-cb48-473f-b11e-5e227a6f271b,0.01,0.08,0.0,-0.02,0.02,0.13,,12.71
0.7,,,,,0.01,,,1d1dc870-ef39-4e9d-a921-f139dfb5b905,0.01,0.15,0.0,0.02,0.01,0.13,,11.79
0.58,,,,,0.01,,,8dd6dcb2-4ad6-4a88-949b-e2e306ddfaf5,0.01,0.05,0.0,0.02,0.01,0.04,,6.44
0.0,0.47,-18.31,54.58,43.7,0.0,2.54,4.53,fae7ae79-6e43-4b05-936a-db14e6af5f78,0.0,0.0,11.98,0.0,0.0,0.0,1.74,0.0
0.93,0.63,-1.41,94.86,2.93,0.01,0.76,2.38,4729af57-4ca0-4c6b-9bcd-72176ae96e0e,0.0,0.04,2.26,-0.0,0.01,0.04,0.19,4.08
0.84,,,,,0.01,,,ea680836-ce98-4c8d-a543-12fc02a6220b,0.01,0.14,0.0,0.04,0.01,0.14,,11.79
0.21,,,,,0.01,,,5cdcb07b-aa7d-4801-851c-7c8947a2b444,0.01,-0.02,0.0,0.04,0.01,0.05,,6.69
0.88,0.93,-2.99,87.38,15.61,0.01,1.15,12.36,34b41107-553a-45ae-bcb5-b5e8c5cdf211,0.01,0.15,14.67,-0.01,0.01,0.14,1.25,15.94
0.03,1.38,8.35,2.52,6.96,0.01,0.39,25.37,eb4b7fa1-d9a5-4531-894f-b30beca22e69,0.01,0.23,10.29,0.08,0.0,0.07,0.84,9.49
0.94,,,,,0.01,,,d3f2e657-684c-47ed-8bcf-ba6f64ea5d6e,0.01,0.14,0.0,-0.01,0.01,0.13,,14.54
0.76,0.86,-3.95,80.11,18.38,0.01,1.3,11.67,5da0a5b3-ce3b-4408-8bf9-991c40f45f84,0.01,0.12,15.58,-0.03,0.01,0.17,1.35,14.67
0.88,1.18,0.56,89.56,12.5,0.01,0.93,16.05,99d33a84-7537-4f33-a008-571d21d07db3,0.01,0.15,15.41,-0.01,0.01,0.14,1.27,15.94
0.97,,,,,0.01,,,b7745216-9d95-4f56-9803-fdc1e5c006cd,0.01,0.08,0.0,-0.01,0.01,0.1,,10.25
0.97,1.0,-1.03,97.5,11.05,0.01,1.34,8.25,7e29bf2f-ee64-4986-b69f-835ee0e8349f,0.01,0.08,11.52,-0.02,0.01,0.12,0.96,11.53
