category,parent_company,fund_id,fund_name
Short-Term Bond,Legg Mason,cc911d6b-cafc-4c52-bdeb-3eaf59845778,Western Asset Short-Term Bond Fund Class IS
World Large Stock,Voya,5c318833-c70b-49f8-a39a-c2b6fe011bc2,VY Templeton Global Growth Portfolio Class S2
World Large Stock,Voya,db7cb95c-0d7b-4fe5-8253-9625333f50e3,VY Morgan Stanley Global Franchise Portfolio Class R6
Large Growth,Janus Henderson,81fd8dca-466f-4511-878b-6cc7a3d3f390,Janus Henderson Research Fund Class T
Intermediate-Term Bond,Russell,a2c7ae10-6baf-4006-9624-f32a5e484c14,Russell Investments Investment Grade Bond Fund Class E
Foreign Large Value,Principal Funds,a1376937-1562-478d-8c7b-3436e1df3ef8,Principal Overseas Fund R-1 Class
Large Blend,Russell,e883d09e-8781-40b2-9d1d-b3da1d4a984e,Russell Investments U.S. Dynamic Equity Fund Class E
Short-Term Bond,Morgan Stanley,5ef8f5b5-1fb9-4e47-94e5-ab955fbadb8b,Morgan Stanley Institutional Fund Trust Short Duration Income Portfolio Class A
Allocation - 15% to 30% Equity,MassMutual,350d7e03-2dbb-4ddd-80f7-07b6bbd498c3,MassMutual RetireSMART Conservative Fund Class R3
Mid-Cap Growth,Goldman Sachs,988c26d3-7023-49b3-9353-70d2390964ea,Goldman Sachs Small/Mid Cap Growth Fund Service Class
World Large Stock,MFS,f475c5ba-a5c7-4458-a1b6-8b05caf37a80,MFS Blended Research Global Equity Fund Class R3
Nontraditional Bond,Columbia,13185ef6-70fe-437b-bb61-fea5dbaa16f8,Columbia Mortgage Opportunities Fund Class A
Mid-Cap Value,American Beacon,475f1eaa-380c-4548-870a-c3a0254adab2,American Beacon Shapiro SMID Cap Equity Fund Investor Class
Long-Short Credit,Arbitrage Fund,8d5e5220-de92-4b4e-87cd-857f6fb6fd69,Water Island Credit Opportunities Fund Class R
Large Value,Nationwide,54112c23-5dc5-42dc-92df-0c6b79fd98c8,Nationwide Diamond Hill Large Cap Concentrated Fund Class A
Intermediate Government,BlackRock,b16f6e08-2b21-4140-9453-98cca328807c,BlackRock GNMA Portfolio Investor A Shares
World Large Stock,Third Avenue,c4caeb55-218e-4a3a-a87a-d0aaa7145063,Third Avenue Value Fund Investor Class
Real Estate,Dimensional Fund Advisors,0eea0fa8-94f2-4cba-b6a4-13478f6cf538,DFA Real Estate Securities Portfolio Institutional Class
World Small/Mid Stock,Invesco,e6862075-9f9c-4135-a2b4-fc59eb2f894e,Invesco Global Small & Mid Cap Growth Fund Class C
World Bond,Putnam,953b0295-81ff-404b-9392-bfba5da1aca6,Putnam Global Income Trust Class B
Small Growth,Franklin Templeton Investments,4c97d5d5-8875-48fc-9276-090f33771ef2,Franklin Small Cap Growth Fund Class R
Large Growth,MassMutual,4ad369d9-fed2-4b25-bc83-7ef5d0fbe3f2,MassMutual Premier Disciplined Growth Fund Class R4
Global Real Estate,MFS,0e4f5a7a-ef67-46b8-bc84-cc01c6c2027e,MFS Global Real Estate Fund Class I
Allocation - 15% to 30% Equity,Russell,cab2e2ea-4979-4a04-ac2c-5004373ebe77,Russell Investments LifePoints Conservative Strategy Fund Class C
Target-Date 2050,Invesco,c80ecaca-541a-4c64-b68f-26dfef171b23,Invesco Balanced-Risk Retirement 2050 Fund Class CX
Mid-Cap Growth,JPMorgan,7195ff58-ac04-4b7c-bb8e-d49b24649492,JPMorgan Mid Cap Growth Fund Class R2
Intermediate-Term Bond,American Funds,a64d5fd7-b2e5-48b2-a94d-360a268a876b,American Funds Strategic Bond Fund Class A
Target-Date 2025,Schwab Funds,a9555b35-4080-40e1-8420-d5d3fea6ed1c,Schwab Target 2025 Fund
Muni Massachusetts,DWS,573ec944-9c41-4cde-848a-8c5fef7f3dd1,DWS Massachusetts Tax Free Fund - Class C
Inflation-Protected Bond,Vanguard,44e1b9e6-7286-40a5-bb71-e9c9f3a531dd,Vanguard Short-Term Inflation-Protected Securities Index Fund Admiral Shares
Foreign Large Blend,CRM,69ce96bf-6830-45df-a4cf-246dc91a1b33,CRM International Opportunity Inv
Diversified Emerging Mkts,Harding Loevner,c46bcf8a-905a-4c1a-875c-272ee2042cdf,Harding Loevner Emerging Markets Portfolio Advisor Class
Target-Date 2025,Invesco,76ea78cc-0756-4ecc-911d-551ca83f86e9,Invesco Peak Retirement 2025 Fund Class A
Target-Date 2030,MassMutual,dd5ec998-9fcb-4d25-873b-03ca6ae33302,MassMutual Select T. Rowe Price Retirement 2030 Fund Class M3
Large Blend,MFS,ce084d10-11ae-4d53-add8-2698f6db2247,MFS Low Volatility Equity Fund Class R3
Energy Limited Partnership,DWS,a3933594-28bd-49ee-a25c-c7d30db7ab44,DWS RREEF MLP & Energy Infrastructure Fund - Class C
Mid-Cap Growth,William Blair,5126c10a-f852-4c09-9654-1f26ce458e55,William Blair Mid Cap Growth Fund Class I
Small Blend,Keeley,d50a4539-02c1-4831-aefc-b0a27bab7fda,Keeley Small-Mid Cap Value Fund Class A
Mid-Cap Blend,Fidelity Investments,c6b01da9-c4cd-4e46-9991-2f53634e25f8,Fidelity Mid Cap Index Fund
Mid-Cap Value,Fidelity Investments,5b9886e1-c61e-46eb-ab10-b174adb099ff,Fidelity Flex Intrinsic Opportunities Fund
Foreign Small/Mid Blend,Fidelity Investments,c5dae71c-c984-43c7-87f1-46ca91a9998b,Fidelity Advisor International Small Cap Fund Class A
Short-Term Bond,Calvert Research and Management,cc0788f4-dbe1-472d-87dc-62fe4f52aa5c,Calvert Short Duration Income Fund Class A
Muni National Long,Putnam,3884b347-3f4e-48f8-8a58-7d9cd27b5725,Putnam Tax Exempt Income Fund Class Y
Large Growth,Rainier,cb0ade5a-d0b4-4df0-a5ab-ec9cbc3b18ee,Rainer Large Cap Equity Fund
Large Growth,Brown Advisory Funds,a28a1ec9-8439-407c-b306-9f2553722b7b,Brown Advisory Flexible Equity Fund Investor Shares
High Yield Muni,OppenheimerFunds,a00fee78-77e7-4c0d-9973-11c11cf87706,Oppenheimer Rochester High YieldMunicipal Fund Class Y
Small Value,Rydex Funds,494a3a21-0138-4e13-96fd-951326e14afa,Rydex S&P MidCap 400 Pure Value Fund Class H
Large Blend,Legg Mason,8640d12b-0c84-4d4c-aa90-8e0fdaefc0e1,ClearBridge Value Trust Class C
Large Value,NorthPointe Funds,48c3dbe9-5b15-4c15-b0b5-e4707f7555bd,NorthPointe Large Cap Value Fund Investor Shares
Small Value,MassMutual,521b529d-fc48-4fbc-b100-1a201f9da444,MassMutual Select Small Company Value Fund Class R5
World Allocation,MassMutual,02aac597-f950-4618-bdb7-282cb8e36f01,MassMutual Select BlackRock Global Allocation Fund Class R5
Small Value,American Independence,ecefcc68-89e0-4a65-b187-61bdf4b34ad4,American Indep Hillcrest Small Cap Val A
Mid-Cap Blend,Touchstone,938f14b0-4884-4217-9664-c14d5df58f24,Touchstone Mid Cap Fund Class Z
Ultrashort Bond,Federated,1a3b27a2-a68a-470a-b6cf-69c6536668e3,Federated Government Ultrashort Duration Fund Service Class
High Yield Bond,Aquila,e01a3808-99b1-4fdc-b64d-df1ecafa9c30,Aquila Three Peaks High Income Fund Class Y
Target-Date 2040,Manning & Napier,409adca5-924a-4e17-86ff-71415b62971d,Manning & Napier Target 2040 R6
Large Growth,Ivy Funds,2046ab53-f4e9-476e-a98a-e8549d67f828,Ivy Core Equity Fund Class Y
Foreign Large Growth,Invesco,1c9a2af5-ef35-4135-bd95-814795368822,Invesco International Growth Fund R5 Class
Options-based,Madison Funds,182641f0-652a-4b13-b762-c4683bae81b1,Madison Covered Call & Equity Income Fund Class A
High Yield Bond,American Funds,102cf156-3149-4440-a8fe-1da29b9a9538,American Funds American High-Income Trust Class 529-F-1
Target-Date 2000-2010,Fidelity Investments,321e32f6-e452-4b2a-866d-fc97cf41f4bd,Fidelity Advisor Managed Retirement 2005 Fund Class M
World Large Stock,Morgan Stanley,0f7aa2b6-c023-41fe-826a-609f6fae1945,"Morgan Stanley Institutional Fund, Inc. Global Franchise Portfolio Class C"
Allocation - 30% to 50% Equity,Franklin Templeton Investments,5a74e15c-a5e0-40f3-b89f-2578e54e6357,Franklin Income Fund Class R6
Muni Single State Interm,AllianceBernstein,dd91fa12-23f2-4385-883a-b265842613cc,AB Municipal Income Fund II Virginia Portfolio Class B
High Yield Bond,MFS,e2a84669-8a6c-4da6-969b-176199a5370f,MFS High Income Fund Class C
Target-Date 2050,T. Rowe Price,15877c94-e724-45e4-9677-c50ef9bad6ef,T. Rowe Price Target 2050 Fund I Class
World Bond,GuideStone Funds,59fd6ced-5161-4883-9971-03425f735834,GuideStone Funds Global Bond Fund Investor Class
Muni Single State Long,MFS,2a757b1e-5470-4b95-89e7-ecd1703fee0f,MFS Maryland Municipal Bond Fund Class R6
Energy Limited Partnership,Brookfield Investment Funds,4819925a-fe70-4583-99a4-b49cd02be25c,Center Coast Brookfield MLP Focus Fund Class C
World Bond,Voya,032237e9-3fde-4777-82cc-56f8a9914035,Voya Global Bond Fund Class A
Diversified Emerging Mkts,Thornburg,fd841aa0-f7cb-4f8c-9abb-e3f250612840,Thornburg Developing World Fund Class A
Allocation - 30% to 50% Equity,Madison Funds,b8607634-f3d2-41b6-95a2-f8477321f828,Madison Conservative Allocation Fund Class B
Allocation - 30% to 50% Equity,Manning & Napier,01adf325-9e05-4c70-b1ae-ee725ebd95fc,Manning & Napier Pro-Blend Moderate Term Series Class R
Allocation - 50% to 70% Equity,MassMutual,a74a7877-5e05-4906-a4b7-a80facb37578,MassMutual RetireSMART Moderate Fund Class R5
Foreign Large Growth,Baillie Gifford Funds,f3707b7e-ba07-456d-976c-c43f2c58b95b,Baillie Gifford The EAFE Choice Fund Class K
Corporate Bond,JPMorgan,01108358-dcbd-49cc-9bf9-5f46b52c1e95,JPMorgan Corporate Bond Fund Class R6
Allocation - 15% to 30% Equity,Transamerica,6589c155-9c1d-48b8-88d1-b6e66e422b53,Transamerica Dynamic Income Fund Class I
World Large Stock,Goldman Sachs,1a1dff62-ea3b-48f0-b40c-133ec76f319a,Goldman Sachs Dynamic Global Equity Fund Service Class
Target-Date 2030,Voya,3e8e56fa-3b7c-46fa-a60f-9b8799f45fb5,Voya Target Retirement 2030 Fund Class A
Emerging-Markets Local-Currency Bond,Ashmore,26e4e96d-df39-4681-86f8-926564e295b3,Ashmore Emerging Markets Local Currency Bond Fund Institutional
Target-Date 2015,Principal Funds,c616b434-a823-4d57-8a57-d509969f0467,Principal LifeTime 2015 Fund Institutional Class
Allocation - 70% to 85% Equity,Advantus,c850ca2c-54bd-470f-8b68-90bbf56d7207,Securian AM Real Asset Income Fund Institutional Class Shares
Allocation - 30% to 50% Equity,American Century Investments,37f8f8ce-ad4d-4ed1-9283-144d006a4fdd,American Century Multi-Asset Income Fund A Class
Small Value,OppenheimerFunds,5ea35d00-51f1-45d6-b518-03f7c9b70ff0,Oppenheimer Small Cap Value Fund C
Europe Stock,Columbia,b23c50fe-56aa-4758-b32f-fdcecc1e8063,Columbia Contrarian Europe Fund Class C
Intermediate-Term Bond,AllianceBernstein,f7f61900-29fa-4937-a531-ca8b63ea7b14,Sanford C. Bernstein Intermediate Duration Portfolio
China Region,ALPS,7a85ea77-834f-4fd0-adde-1af55ff97414,Clough China Fund Class I
Large Blend,Payson Funds,a88de04b-62e1-475c-84f3-4522227b8313,Payson Total Return Fund
High Yield Muni,Nuveen,46518870-5210-41c4-8236-9880a060081f,Nuveen High Yield Municipal Bond Fund Class A
Large Growth,Goldman Sachs,30e4b1d9-2ef0-45c6-b122-9e70077eb0fa,Goldman Sachs Flexible Cap Fund Class R
Large Value,Lord Abbett,664a3f1e-bf52-4ba7-b3ff-402fa5511c4c,Lord Abbett Fundamental Equity Fund Class P
Muni Ohio,Putnam,a50f96a5-5af8-49cb-b0ed-b350e7af75e7,Putnam Ohio Tax Exempt Income Fund Class B
Mid-Cap Blend,Shelton Capital Management,972e024d-071b-4daf-b45b-31d7bcc17069,Shelton Capital Management S&P Midcap Index Fund Direct Shares
World Large Stock,MFS,10cc5797-15d2-4b27-b2e8-297456391935,MFS Global Growth Fund Class C
World Large Stock,USAA,5c1b7b41-097d-4c3a-a0cd-816484d98e03,USAA Global Equity Income Fund Fund Shares
High Yield Muni,Pioneer Investments,872afc28-cb10-496d-8236-eea9eed787f9,Pioneer High Income Municipal Fund Class Y
Target-Date 2035,Fidelity Investments,f08727c6-7d21-481b-8ff1-227e448f9b87,Fidelity Freedom 2035 Fund Class K
Target-Date 2050,American Funds,01282723-490c-4f1a-a843-71a6e13fa5d5,American Funds 2050 Target Date Retirement Fund Class R-5
Multisector Bond,Virtus,1009f84d-8c2f-482b-8463-14f9452b2d1e,Virtus Newfleet Multi-Sector Intermediate Bond Fund Class A
Allocation - 50% to 70% Equity,PGIM Funds (Prudential),75356bc0-3b3e-4dc2-8e21-9bb68a807332,PGIM Real Assets Fund- Class R6
Diversified Emerging Mkts,Baillie Gifford Funds,c719c84b-7a9f-42c3-9027-9e928494fd1e,Baillie Gifford The Emerging Markets Fund Class 3
Small Blend,MassMutual,801996d1-8310-4d7a-8bd6-f44ae12ca5cc,MassMutual Select Small Cap Value Equity Fund Class R5
Muni California Intermediate,JPMorgan,6e3d6849-e369-4f31-a52a-e03fb17e4d0b,JPMorgan California Tax Free Bond Fund Class I
Muni Single State Interm,Columbia,4c5d1bcb-b96c-4c4d-8e79-beb0774bd048,Columbia AMT-Free South Carolina Intermediate Muni Bond Fund Class C
Large Value,Nuveen,6e210b7b-9ff9-4a63-82a6-32056f30f57b,Nuveen Dividend Value Fund Class R6
Large Blend,Diamond Hill Funds,60a152e9-40e2-492f-9091-6252a01bd82e,Diamond Hill All Cap Select Fund Class I
Multisector Bond,RiverNorth Funds,d67b3800-2968-44c0-8f05-d6b34e74c201,RiverNorth Doubleline Strategic Income Fund Class R
Muni Single State Long,Franklin Templeton Investments,afc94ae7-efd7-41b6-aed7-fa1db45f94d5,Franklin Louisiana Tax Free Income Fund Advisor Class
Mid-Cap Value,Artisan,5bc9213a-9f71-447d-b77b-feae0941259a,Artisan Mid Cap Value Fund Institutional Class
Muni National Long,MainStay,b8701898-cbd3-446a-8bd7-edf108477742,MainStay MacKay Tax Free Bond Fund Class A
Natural Resources,Columbia,33297545-bec3-42af-aa03-c25405298b4c,Columbia Global Energy and Natural Resources Fund Institutional Class
Market Neutral,Arbitrage Fund,489a44de-43a2-4e55-8985-4ea09df71a48,The Arbitrage Fund Class A
Muni National Interm,AMG Funds,21665558-5d2a-4036-8e76-2ee0c0d98bb3,AMG GW&K Municipal Bond Fund Class N
Diversified Emerging Mkts,Fidelity Investments,6eaf9d66-6326-42e0-b7de-04848438644a,Fidelity Advisor Emerging Markets Fund Class M
Foreign Large Growth,Harding Loevner,01040728-bb3e-4f0c-bd56-e937a6ca50a2,Harding Loevner Intl Eq Rsrch Investor
Large Blend,Legg Mason,50a65023-feba-4046-8aac-9bc87e0f1306,ClearBridge Dividend Strategy Fund Class 1
Foreign Small/Mid Blend,Victory,274ac182-3879-416a-8be6-e9bc2ecc17ae,Victory Trivalent International Small-Cap Fund Class A
Allocation - 50% to 70% Equity,Wells Fargo Funds,87ca0818-9d85-44b2-b1c5-e314c47d4d0b,Wells Fargo Index Asset Allocation Fund Institutional Class
High Yield Bond,TIAA Investments,582dfcc5-bc94-44ee-b61e-cdd9170b306b,TIAA-CREF High-Yield Fund Retail Class
World Bond,American Century Investments,4d90eae8-2725-438c-8eb7-ffbaec44d33a,American Century International Bond Fund R5 Class
Long-Short Equity,James Advantage,d14fa138-795f-43c9-a63a-100f23c55a0e,James Long-Short Fund
Large Blend,Hartford Mutual Funds,527691a5-b21e-4a4c-aecf-a2dec569cc61,Hartford Core Equity Fund Class I
Diversified Emerging Mkts,Goldman Sachs,f0bddf14-7b47-495c-aecc-5b6f82ef086d,Goldman Sachs Total Emerging Markets Income Fund Institutional Class
World Allocation,Nuveen,5a32e3fe-85f5-4dcd-aadd-5b4979b20889,Nuveen Real Asset Income Fund Class I
Large Growth,MassMutual,4f63384b-315d-44f2-8662-90883069b889,MassMutual Premier Disciplined Growth Fund Class A
Allocation - 70% to 85% Equity,Fidelity Investments,24373838-630d-41f0-ae30-2d81cc42b219,Fidelity Four-in-One Index Fund
Small Value,Nationwide,efeba82a-7c61-45b0-9216-889d5e906b23,Nationwide U.S. Small Cap Value Fund Class A
Multialternative,Advisors Preferred,1869d824-5419-44de-bc4f-0eb660700c6b,OnTrack Core Fund Advisor Class
World Allocation,Principal Funds,ea0e3ec4-d1d5-44ea-843d-26600b01e320,Principal Diversified Real Asset Fund Institutional Class
Large Value,Ariel Investments,00b52710-ada6-409b-ac6a-dd70cfe242e6,Ariel Focus Fund Institutional Class
Target-Date 2025,American Funds,b4230fe4-ae7b-459d-a0a4-462cb474d7c8,American Funds 2025 Target Date Retirement Fund Class R-2E
Large Value,PIMCO,edcc3055-3435-43d2-b824-24329dceb464,PIMCO RAE PLUS Fund Class I-2
Allocation - 70% to 85% Equity,Great-West Funds,16c21e67-c9c7-4226-b3c7-2873de6baa2b,Great-West Moderately Aggressive Profile Fund Institutional Class
Allocation - 30% to 50% Equity,Goldman Sachs,694327fd-0b38-4224-a823-ef02d4a8f60b,Goldman Sachs Income Builder Fund Class C
Small Growth,VALIC,f52f78d7-4e02-4d53-b5e2-122fcdd062a1,VALIC Company I Small Cap Fund
Diversified Emerging Mkts,Wells Fargo Funds,bbec7501-79b5-4df3-8047-b8ec2f3a8293,Wells Fargo Emerging Markets Equity Income Fund - Class Inst
Foreign Large Growth,T. Rowe Price,8a7922b6-91c6-4846-a010-dd286ea389f5,T. Rowe Price International Stock Fund I Class
Large Blend,Fidelity Investments,26798ab6-30dd-4eff-a1aa-04de6c8af239,Fidelity Advisor Capital Development Fund Class C
Allocation - 30% to 50% Equity,BlackRock,5e2d77e6-d65a-4512-9675-076f44871616,BlackRock 40/60 Target Allocation Fund Class R Shares
Large Growth,Sterling Capital Funds,34433f93-6973-45ac-b348-ebef03201b08,Sterling Capital Special Opportunities Fund Class A
Diversified Emerging Mkts,American Funds,8e858737-0bb7-4b3b-a65d-805655b2b436,American Funds New World Fund Class F-1
Multialternative,Saratoga,7a0cc18e-da87-42a7-bde9-7cad071ac1d4,James Alpha Family Office Portfolio Class S Shares
Diversified Emerging Mkts,Harbor,5b18ef95-57df-49e8-a304-abbf7beb9033,Harbor Emerging Markets Equity Fund Institutional Class
Mid-Cap Value,Meeder Funds,7a170630-0f93-4747-8bd5-92044b58a43c,Meeder Quantex Fund Retail Class
Large Growth,Columbia,479d4a3f-1120-4969-9e10-d96dfd50b60d,Columbia Large Cap Growth Fund V
Diversified Emerging Mkts,MFS,ee0335af-b69a-4d07-9362-7ffa4c3f9baf,MFS Emerging Markets Equity Fund Class I
World Bond,Fidelity Investments,0354087e-7b95-4b76-8ba8-8ad7896adc1b,Fidelity Advisor Global Credit Fund I Class
Allocation - 70% to 85% Equity,Franklin Templeton Investments,0face01b-e376-4af6-9750-3b2179208542,Franklin Growth Allocation Fund Class R
Large Growth,AllianceBernstein,b43da510-998f-401c-a0f5-6bae76e2bbbe,AB Core Opportunities Fund Class Z
Muni National Long,Columbia,f39cac7d-4fa0-4d71-97c7-948195775868,Columbia U.S. Social Bond Fund Class A
Allocation - 50% to 70% Equity,T. Rowe Price,93e1348e-c1e0-474f-b846-f2a70bcf5f98,T. Rowe Price Personal Strategy Balanced Fund
Foreign Small/Mid Value,Putnam,832ca67d-c413-4d73-bc1d-a3f919b43838,Putnam International Capital Opportunities Fund Class M
Foreign Small/Mid Growth,William Blair,9b27cd29-2719-40f3-87c8-0c43c02ab0e8,William Blair International Small Cap Growth Fund Class Institutional
Foreign Large Value,Voya,a20e2cfa-46c4-4227-a4d0-0ad479c98052,VY Templeton Foreign Equity Portfolio Class S2
Mid-Cap Blend,Nationwide,39409632-00f1-46a7-9ed5-bfe5336e2264,Nationwide Mid Cap Market Index Fund Class C
Diversified Emerging Mkts,Brandes,afe99b3f-e807-4a56-9da5-25a939adad94,Brandes Emerging Markets Value Fund Class C
World Large Stock,Putnam,2fc721b6-9d16-41d9-b74b-29043c00a983,Putnam Global Equity Fund Class B
Nontraditional Bond,Iron Funds,6adc7870-546c-4dfa-b1d1-28dc92ae0570,Iron Strategic Income Fund Investor Class
Natural Resources,Fidelity Investments,777409a6-9f12-4057-9238-7e6019b413af,Fidelity Advisor Materials Fund Class I
Target-Date 2055,Fidelity Investments,d6ed96f2-a572-4789-80a7-e2f1810678aa,Fidelity Advisor Freedom 2055 Fund Class Z6
Mid-Cap Growth,Alger,6ae15655-01b2-419c-b691-986d4d8f222e,Alger SMid Cap Focus Fund Class Y
Corporate Bond,Eaton Vance,40dabfaf-0a8a-40ef-ac66-3ec91c5e846c,Eaton Vance 1-to-10 Year Laddered Corporate Bond Fund Class I
Large Growth,Hartford Mutual Funds,38dc5c69-6656-4e45-b502-f5c4b9354538,The Hartford Growth Opportunities Fund Class I
Technology,Ivy Funds,156d0eb2-e9e1-4f49-bef1-af4eb0d4a432,Ivy Science And Technology Fund Class B
Allocation - 50% to 70% Equity,Transamerica,ca282420-d25a-4728-ad12-bcfd79311960,Transamerica Asset Allocation Intermediate Horizon R
Large Growth,Franklin Templeton Investments,5564c55f-095d-4f25-ac54-819ee0f4bfee,Franklin DynaTech Fund Class A
Technology,Saratoga,96c0cb1c-7c46-4366-a3c2-ead93ebda418,Saratoga Technology & Communications Portfolio Class C
Nontraditional Bond,OppenheimerFunds,9200b465-3ae6-4af8-889c-efa587f1948c,Oppenheimer Global Unconstrained Bond Fund Class I
Foreign Large Blend,Thomas White Funds,a003323e-8297-47d5-a73c-ff797329535a,Thomas White International Fund Investor Class
Target-Date 2035,Great-West Funds,9c8d52ae-d87f-4363-9d38-710f0770b765,Great-West SecureFoundation Lifetime 2035 Fund Service Class
World Bond,T. Rowe Price,a8cf226e-6f34-4d73-b9d4-40495d9a19de,T. Rowe Price Global Multi-Sector Bond Fund I Class
Short-Term Bond,RBC Global Asset Management.,3ef96095-621e-46fb-bfb8-81b45c7ee0aa,RBC Short Duration Fixed Income Fund Class I
Long-Short Equity,JPMorgan,a83323bf-6aa2-42d5-b0ab-c36ec85fb5b3,JPMorgan Opportunistic Equity Long/Short Fund Class C
Large Growth,First Investors,562e0288-4c95-40fd-a614-33859b8692ca,First Investors Select Growth Fund Advisor Class
Foreign Large Value,Putnam,c4be022a-4b96-4444-b64d-ba2699fdd532,Putnam International Value Fund Class Y
Multialternative,UBS Asset Management,e87897a1-6acf-43ed-b894-d97eb90d65a5,UBS Dynamic Alpha Fund Class A
World Allocation,MFS,1cf09efa-f28c-4236-b37c-ed86c3d17b98,MFS Prudent Investor Fund Class A
