category_r_squared_5years,5yrs_sharpe_ratio_fund,5_years_alpha_fund,5years_fund_r_squared,5years_fund_std,5yrs_sharpe_ratio_category,5_years_beta_fund,5yrs_treynor_ratio_fund,5_years_return_mean_annual_fund,5_years_return_mean_annual_category,5yrs_treynor_ratio_category,5_years_return_fund,5_years_alpha_category,5_years_beta_category,5years_category_std,tag,5_years_return_category
0.52,0.55,-0.13,86.69,1.44,0.01,0.47,1.67,0.13,0.0,0.03,1.59,0.0,0.0,0.01,210392,1.45
0.46,,,,,0.0,,,,0.0,0.02,0.0,-0.01,0.01,0.1,236744,1.65
0.56,0.44,0.21,57.05,10.27,0.0,0.7,5.78,0.44,0.0,0.07,4.85,0.01,0.01,0.11,207062,5.35
0.47,0.2,-2.98,56.42,4.39,0.0,0.46,1.7,0.08,0.0,0.02,0.87,-0.01,0.0,0.05,34307,1.36
,,,,,,,,,,,2.26,,,,218834,2.51
0.96,0.6,-0.95,96.54,10.39,0.01,1.53,3.85,0.59,0.01,0.04,6.71,-0.01,0.01,0.1,132641,6.49
0.84,0.64,-0.05,93.33,2.75,0.01,0.93,1.88,0.21,0.0,0.02,2.56,0.0,0.01,0.03,71450,2.51
0.89,0.56,-0.84,96.7,6.63,0.01,0.98,3.69,0.38,0.0,0.04,4.42,-0.01,0.01,0.06,35234,3.69
0.84,,,,,0.0,,,,0.0,0.02,0.0,-0.03,0.01,0.08,90800,3.01
0.96,0.66,-0.2,96.05,7.0,0.01,1.03,4.38,0.45,0.0,0.04,5.31,-0.0,0.01,0.07,46664,5.09
0.03,0.59,2.11,3.32,4.57,0.01,0.29,9.01,0.29,0.0,0.11,3.43,0.02,0.0,0.05,72143,3.45
0.81,0.28,1.03,83.98,11.58,0.0,0.88,2.91,0.33,0.0,0.01,3.38,-0.01,0.01,0.13,203318,1.59
0.65,0.5,-4.12,64.87,17.12,0.0,1.23,5.94,0.77,0.01,0.04,8.12,-0.06,0.01,0.15,202040,5.62
0.32,0.19,-0.73,26.36,4.52,0.0,0.81,0.93,0.14,0.0,0.0,1.56,-0.01,0.01,0.05,121445,1.1
0.94,0.75,-0.5,95.92,2.47,0.01,0.8,2.3,0.22,0.0,0.02,2.66,-0.01,0.01,0.03,179576,2.64
0.53,,,,,0.0,,,,0.01,0.07,0.0,0.01,0.01,0.12,223217,6.08
0.84,,,,,0.0,,,,0.0,0.02,0.0,-0.03,0.01,0.08,125918,3.01
0.65,0.68,-1.24,71.16,14.27,0.01,1.08,8.52,0.88,0.01,0.06,9.97,-0.03,0.01,0.17,162197,8.45
,,,,,,,,,,,,,,,185255,
0.52,0.99,0.59,27.64,0.94,0.01,0.17,5.4,0.14,0.0,0.03,1.73,0.0,0.0,0.01,123821,1.45
0.84,0.88,0.58,93.98,2.64,0.01,0.9,2.61,0.26,0.0,0.02,3.14,0.0,0.01,0.03,126890,2.51
0.83,0.1,-1.03,83.79,12.34,0.0,0.94,0.55,0.17,0.0,0.03,1.32,0.01,0.01,0.12,41471,3.86
0.89,0.13,-4.49,43.51,13.56,0.01,1.34,0.69,0.22,0.0,0.04,1.73,-0.01,0.01,0.08,203786,5.12
0.84,0.58,-0.24,94.6,2.96,0.01,1.01,1.7,0.21,0.0,0.02,2.52,0.0,0.01,0.03,215252,2.51
0.86,0.73,-1.76,95.22,11.11,0.01,0.97,8.1,0.75,0.01,0.07,8.65,-0.03,0.01,0.11,218627,7.2
0.32,0.08,-1.64,39.47,4.7,0.0,1.02,0.24,0.1,0.0,0.0,1.05,-0.01,0.01,0.05,83690,1.1
0.76,0.54,-0.55,92.08,4.12,0.01,0.59,3.68,0.25,0.0,0.04,2.98,-0.0,0.0,0.04,151469,2.81
0.91,1.07,0.4,94.73,3.04,0.01,0.99,3.35,0.34,0.0,0.03,4.11,0.0,0.01,0.03,149660,3.52
0.97,,,,,0.01,,,,0.01,0.07,0.0,0.0,0.01,0.09,190898,9.53
0.78,0.59,3.86,73.63,9.3,0.0,0.66,7.87,0.52,0.01,0.06,6.03,0.04,0.01,0.11,51965,5.89
0.86,0.6,-0.2,44.99,11.38,0.01,0.68,9.31,0.63,0.01,0.1,7.16,-0.0,0.01,0.13,156554,11.26
0.97,,,,,0.01,,,,0.01,0.07,0.0,0.0,0.01,0.09,160190,9.53
0.86,,,,,0.01,,,,0.01,0.1,0.0,-0.0,0.01,0.13,44909,11.26
0.79,0.36,-6.85,83.33,14.41,0.0,1.18,3.62,0.5,0.01,0.05,5.07,-0.05,0.01,0.13,28943,5.87
0.93,0.4,-4.23,65.07,12.4,0.01,0.9,4.78,0.48,0.01,0.08,5.08,-0.02,0.01,0.12,244160,8.91
0.93,0.8,-1.18,99.08,11.2,0.01,1.0,8.81,0.82,0.01,0.08,9.59,-0.02,0.01,0.12,216773,8.91
0.9,1.02,0.23,95.24,3.05,0.01,1.0,3.17,0.33,0.0,0.03,3.96,0.0,0.01,0.03,94382,3.83
0.95,0.51,-1.8,94.52,10.4,0.01,1.52,3.25,0.51,0.01,0.04,5.74,-0.01,0.01,0.1,46781,6.41
0.73,0.06,-1.6,70.26,14.4,0.0,1.01,-0.2,0.13,0.0,0.04,0.56,0.02,0.01,0.13,239291,4.23
0.83,0.16,-0.25,82.76,12.1,0.0,0.92,1.4,0.23,0.0,0.03,2.09,0.01,0.01,0.12,239300,3.86
0.84,0.46,-1.39,86.51,7.1,0.0,0.99,3.11,0.34,0.0,0.02,3.89,-0.03,0.01,0.08,97100,3.01
0.24,,,,,0.01,,,,0.0,0.0,0.0,0.01,0.0,0.03,246212,2.93
0.65,0.45,-4.84,67.78,16.19,0.0,1.19,5.25,0.68,0.01,0.04,7.06,-0.06,0.01,0.15,151046,5.62
0.78,,,,,0.0,,,,0.01,0.06,,0.04,0.01,0.11,44648,
0.65,0.51,-3.5,64.31,15.83,0.0,1.14,6.29,0.74,0.01,0.04,7.94,-0.06,0.01,0.15,198845,5.62
0.65,-0.38,-18.97,27.99,22.11,0.01,1.04,-9.92,-0.63,0.01,0.06,-9.56,-0.03,0.01,0.17,176219,8.45
0.83,0.53,4.13,85.79,12.19,0.0,0.94,6.26,0.6,0.0,0.03,6.69,0.01,0.01,0.12,251423,3.86
0.6,0.43,-5.1,65.49,16.64,0.0,1.2,5.02,0.67,0.0,0.03,6.85,-0.07,0.01,0.16,182681,3.94
0.76,0.93,2.1,66.76,5.89,0.01,0.72,7.6,0.53,0.0,0.04,6.3,-0.0,0.0,0.04,189170,2.81
0.89,0.56,-1.04,96.75,7.61,0.01,1.12,3.6,0.42,0.0,0.04,4.86,-0.01,0.01,0.08,36233,5.12
0.65,0.55,-3.08,63.51,16.96,0.01,1.21,6.77,0.84,0.01,0.06,8.97,-0.03,0.01,0.17,73115,8.45
0.52,0.14,-0.38,39.94,1.3,0.0,0.29,0.59,0.08,0.0,0.01,0.97,-0.01,0.01,0.04,217502,1.43
0.52,0.08,-0.39,65.68,0.85,0.01,0.24,0.28,0.07,0.0,0.03,0.87,0.0,0.0,0.01,50849,1.45
0.88,,,,,0.01,,,,0.0,0.05,0.0,-0.0,0.01,0.04,182276,3.45
0.84,0.41,-1.28,87.76,5.02,0.0,0.71,2.76,0.24,0.0,0.02,2.76,-0.03,0.01,0.08,109997,3.01
0.15,,,,,0.0,,,,0.0,0.05,0.0,0.01,0.01,0.07,47672,3.37
0.15,0.32,0.03,20.91,6.78,0.0,1.08,1.8,0.25,0.0,0.05,2.75,0.01,0.01,0.07,249641,3.37
0.64,,,,,0.01,,,,0.01,0.12,0.0,0.08,0.01,0.16,36170,15.26
0.88,,,,,0.01,,,,0.0,0.05,0.0,-0.0,0.01,0.04,191240,3.45
0.55,,,,,0.0,,,,0.0,0.02,0.0,-0.03,0.01,0.09,44297,2.75
0.86,0.96,1.95,80.22,13.88,0.01,1.11,11.86,1.18,0.01,0.1,13.97,-0.0,0.01,0.13,190268,11.26
0.84,-0.05,-5.6,67.85,8.94,0.0,1.1,-0.74,0.03,0.0,0.02,-0.01,-0.03,0.01,0.08,203921,3.01
0.03,0.22,0.66,1.87,5.13,0.01,0.24,4.17,0.16,0.0,0.11,1.82,0.02,0.0,0.05,130679,3.45
0.93,0.53,-2.74,84.26,8.94,0.01,0.73,6.11,0.46,0.01,0.08,5.29,-0.02,0.01,0.12,82511,8.91
0.89,0.48,-1.67,96.01,7.84,0.01,1.16,3.06,0.38,0.0,0.04,4.34,-0.01,0.01,0.08,120536,5.12
0.86,0.67,-2.25,92.96,10.93,0.01,0.94,7.48,0.68,0.01,0.07,7.85,-0.03,0.01,0.11,139562,7.2
,,,,,,,,,,,,,,,156653,
0.91,1.09,0.46,97.55,3.3,0.01,1.08,3.37,0.37,0.0,0.03,4.45,0.0,0.01,0.03,245636,3.52
0.86,0.84,-0.37,89.96,12.06,0.01,1.02,9.63,0.91,0.01,0.1,10.65,-0.0,0.01,0.13,206648,11.26
0.65,0.61,-1.94,63.95,16.6,0.01,1.18,7.78,0.91,0.01,0.06,10.03,-0.03,0.01,0.17,177002,8.45
0.89,,,,,0.01,,,,0.0,0.04,0.0,-0.01,0.01,0.08,170108,5.12
0.01,1.85,3.9,2.81,1.94,0.01,-0.12,-32.23,0.37,0.0,-0.1,4.55,0.02,-0.0,0.03,222821,2.84
0.96,0.66,-0.27,97.96,6.95,0.01,1.03,4.31,0.45,0.0,0.04,5.26,-0.0,0.01,0.07,145592,5.09
0.86,0.56,-3.49,88.17,11.71,0.01,0.98,6.19,0.61,0.01,0.07,6.89,-0.03,0.01,0.11,217943,7.2
0.79,,,,,0.0,,,,0.01,0.05,0.0,-0.05,0.01,0.13,83150,5.87
0.52,0.33,-0.21,74.9,0.82,0.01,0.25,1.1,0.09,0.0,0.03,1.08,0.0,0.0,0.01,252620,1.45
0.86,0.48,-4.96,85.56,13.42,0.01,1.11,5.11,0.6,0.01,0.07,6.47,-0.03,0.01,0.11,124703,7.2
0.86,0.69,-2.04,86.32,12.78,0.01,1.06,7.89,0.8,0.01,0.07,9.18,-0.03,0.01,0.11,239435,7.2
0.5,0.67,4.15,54.86,15.92,0.01,1.07,9.22,0.95,0.01,0.09,10.63,0.04,0.01,0.17,110150,10.02
0.84,0.45,-0.56,95.15,2.62,0.01,0.89,1.3,0.17,0.0,0.02,1.96,0.0,0.01,0.03,45719,2.51
0.78,0.16,2.64,89.8,22.87,0.0,0.93,1.16,0.34,0.01,0.06,1.39,0.04,0.01,0.11,137969,5.89
0.86,0.72,-2.02,95.67,11.54,0.01,1.01,7.88,0.76,0.01,0.1,8.76,-0.0,0.01,0.13,171251,11.26
0.86,0.93,2.1,74.21,15.08,0.01,1.16,11.83,1.23,0.01,0.1,14.53,-0.0,0.01,0.13,222839,11.26
0.78,0.3,1.61,69.16,12.38,0.0,0.86,3.49,0.38,0.01,0.06,3.8,0.04,0.01,0.11,55970,5.89
0.93,0.79,-1.46,99.65,11.64,0.01,1.04,8.55,0.83,0.01,0.08,9.69,-0.02,0.01,0.12,198665,8.91
0.93,0.53,-0.82,96.12,5.04,0.01,0.74,3.48,0.29,0.0,0.05,3.39,0.0,0.01,0.05,174770,4.16
0.74,0.87,4.67,61.01,11.7,0.0,0.79,12.56,0.87,0.01,0.05,10.26,0.03,0.01,0.13,231785,5.65
,,,,,,,,,,,,,,,92744,
0.9,,,,,0.0,,,,0.0,0.01,0.0,-0.0,0.01,0.12,202400,2.1
0.89,0.66,-0.08,93.56,4.44,0.01,0.65,4.52,0.31,0.0,0.04,3.73,-0.01,0.01,0.06,116900,3.69
0.89,0.74,0.49,91.46,6.99,0.01,1.0,5.09,0.5,0.0,0.04,5.91,-0.01,0.01,0.08,116198,5.12
0.65,0.77,0.6,63.77,15.81,0.01,1.13,10.2,1.08,0.01,0.06,12.31,-0.03,0.01,0.17,80234,8.45
0.74,0.32,1.72,80.17,12.73,0.0,0.95,3.5,0.4,0.01,0.05,4.12,0.03,0.01,0.13,249875,5.65
0.83,0.51,3.55,87.3,11.28,0.0,0.88,5.96,0.54,0.0,0.03,6.03,0.01,0.01,0.12,155285,3.86
0.52,,,,,0.01,,,,0.0,0.03,0.0,0.0,0.0,0.01,67364,1.45
0.4,-0.31,-14.54,39.1,22.4,-0.0,1.27,-7.12,-0.5,-0.01,-0.08,-8.2,-0.18,0.01,0.26,117089,-11.01
0.6,,,,,0.0,,,,0.0,0.03,0.0,-0.07,0.01,0.16,54116,3.94
0.1,-0.13,-3.71,9.91,10.7,-0.0,1.18,-1.68,-0.05,-0.0,-0.01,-1.18,-0.03,0.01,0.1,111824,-0.68
0.79,0.39,-5.66,84.84,12.56,0.0,1.04,4.1,0.48,0.01,0.05,5.05,-0.05,0.01,0.13,144440,5.87
0.94,0.6,-0.92,90.73,2.86,0.01,0.91,1.9,0.21,0.0,0.02,2.53,-0.01,0.01,0.03,222218,2.64
0.78,,,,,0.0,,,,0.01,0.06,0.0,0.04,0.01,0.11,178892,5.89
0.12,0.2,0.63,0.72,2.48,0.01,-0.07,-6.27,0.11,0.0,-0.13,1.26,0.01,-0.0,0.03,217601,2.04
0.86,0.94,0.91,90.38,12.18,0.01,1.04,10.99,1.02,0.01,0.1,12.19,-0.0,0.01,0.13,113336,11.26
0.84,,,,,0.0,,,,0.0,0.02,0.0,-0.03,0.01,0.08,133892,3.01
0.9,0.07,-1.28,84.05,11.17,0.0,0.85,0.22,0.13,0.0,0.01,0.99,-0.0,0.01,0.12,171503,2.1
0.93,0.8,-1.32,99.97,11.19,0.01,1.0,8.66,0.81,0.01,0.08,9.47,-0.02,0.01,0.12,167111,8.91
0.55,0.37,-2.82,65.3,7.59,0.0,0.55,4.64,0.3,0.0,0.02,3.35,-0.03,0.01,0.09,135989,2.75
0.04,,,,,0.0,,,,0.0,-0.09,0.0,-0.0,-0.0,0.05,37448,0.22
0.03,,,,,0.01,,,,0.0,0.11,0.0,0.02,0.0,0.05,95615,3.45
0.8,0.58,-3.01,85.74,11.58,0.0,0.96,6.62,0.63,0.01,0.05,7.15,-0.04,0.01,0.13,133388,6.34
0.53,0.36,-0.88,62.1,11.91,0.0,0.85,4.32,0.42,0.01,0.07,4.46,0.01,0.01,0.12,119735,6.08
0.94,1.25,1.13,78.21,2.85,0.01,0.84,4.31,0.37,0.0,0.02,4.43,-0.01,0.01,0.03,151712,2.88
0.78,0.41,2.77,70.48,11.42,0.0,0.8,5.24,0.46,0.01,0.06,4.98,0.04,0.01,0.11,162296,5.89
0.79,0.56,-0.82,81.13,10.77,0.01,1.46,3.86,0.57,0.01,0.04,6.42,-0.0,0.01,0.09,249731,5.89
0.78,0.47,3.56,69.47,11.99,0.0,0.83,6.05,0.53,0.01,0.06,5.83,0.04,0.01,0.11,30806,5.89
0.88,0.63,-0.3,88.45,5.6,0.01,0.78,4.39,0.35,0.0,0.05,4.16,-0.0,0.01,0.04,196523,3.45
0.86,0.42,-5.52,90.21,12.36,0.01,1.05,4.36,0.5,0.01,0.07,5.38,-0.03,0.01,0.11,236627,7.2
0.94,1.01,0.17,96.64,2.93,0.01,0.96,3.12,0.31,0.0,0.03,3.78,-0.0,0.01,0.03,161648,3.88
0.32,,,,,0.0,,,,0.0,0.0,0.0,-0.01,0.01,0.05,232748,1.1
0.94,0.72,-0.67,97.27,2.81,0.01,0.92,2.19,0.24,0.0,0.02,2.82,-0.0,0.01,0.03,172799,2.99
0.93,0.51,-4.15,91.52,11.43,0.01,0.98,5.48,0.55,0.01,0.08,6.15,-0.02,0.01,0.12,96866,8.91
0.93,1.09,2.47,88.01,10.74,0.01,0.9,13.07,1.04,0.01,0.08,12.56,-0.02,0.01,0.12,102986,8.91
0.89,0.68,-0.09,96.67,5.24,0.01,0.78,4.5,0.36,0.0,0.04,4.3,-0.01,0.01,0.06,123551,3.69
0.86,0.42,-5.41,86.28,12.6,0.01,1.05,4.42,0.51,0.01,0.07,5.42,-0.03,0.01,0.11,114794,7.2
0.93,0.68,-0.09,97.4,5.3,0.01,0.79,4.5,0.37,0.0,0.05,4.34,0.0,0.01,0.05,131831,4.16
0.96,0.78,0.84,95.86,8.99,0.01,1.32,5.22,0.65,0.01,0.04,7.71,-0.01,0.01,0.09,205694,5.95
0.6,0.31,-6.71,65.51,15.59,0.0,1.13,3.29,0.47,0.0,0.03,4.51,-0.07,0.01,0.16,53378,3.94
0.93,0.9,-0.19,99.92,11.22,0.01,1.0,9.9,0.91,0.01,0.08,10.73,-0.02,0.01,0.12,244835,8.91
0.89,0.45,-2.13,95.3,9.08,0.01,1.33,2.86,0.41,0.0,0.04,4.61,-0.01,0.01,0.08,92528,5.12
0.89,,,,,0.01,,,,0.0,0.04,0.0,-0.01,0.01,0.06,229112,3.69
,,,,,,,,,,,,,,,178658,
0.5,0.66,4.02,54.78,16.08,0.01,1.08,9.03,0.95,0.01,0.09,10.52,0.04,0.01,0.17,107765,10.02
0.76,0.46,-0.91,91.14,1.95,0.0,0.62,1.45,0.14,0.0,0.01,1.7,-0.01,0.01,0.02,147293,1.51
0.94,0.7,-0.97,95.96,3.8,0.01,1.24,2.12,0.29,0.0,0.02,3.43,-0.01,0.01,0.03,223181,2.88
0.83,0.35,1.88,84.61,11.79,0.0,0.9,3.85,0.41,0.0,0.03,4.28,0.01,0.01,0.12,112580,3.86
0.92,0.96,0.05,95.68,2.82,0.01,0.92,2.99,0.3,0.0,0.03,3.56,-0.0,0.01,0.03,165581,3.16
0.93,0.88,0.07,91.36,10.65,0.01,0.91,10.14,0.85,0.01,0.08,10.03,-0.02,0.01,0.12,242738,8.91
0.6,0.27,-7.37,62.3,16.31,0.0,1.15,2.74,0.43,0.0,0.03,3.95,-0.07,0.01,0.16,226412,3.94
0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,209429,0.0
0.96,,,,,0.01,,,,0.01,0.04,0.0,-0.01,0.01,0.1,69047,6.49
0.84,0.67,0.02,93.77,2.6,0.01,0.88,1.96,0.21,0.0,0.02,2.52,0.0,0.01,0.03,186389,2.51
0.88,0.42,-1.15,85.43,4.98,0.01,0.69,2.89,0.24,0.0,0.05,2.8,-0.0,0.01,0.04,87821,3.45
0.71,0.24,0.89,70.25,12.09,0.0,0.84,2.7,0.31,0.0,0.02,3.08,0.0,0.01,0.15,98360,2.61
0.71,0.17,0.21,54.91,11.75,0.0,0.73,1.82,0.23,0.0,0.02,2.12,0.0,0.01,0.15,72809,2.61
0.9,0.22,0.25,93.23,11.35,0.0,0.91,2.06,0.27,0.0,0.01,2.68,-0.0,0.01,0.12,65411,2.1
0.95,1.02,0.21,96.03,2.99,0.01,0.98,3.15,0.32,0.0,0.02,3.88,-0.01,0.01,0.03,193994,2.77
0.89,,,,,0.01,,,,0.0,0.04,0.0,-0.01,0.01,0.06,107126,3.69
0.71,0.3,1.71,64.45,12.86,0.0,0.86,3.56,0.39,0.0,0.02,3.87,0.0,0.01,0.15,108971,2.61
0.65,0.27,-7.66,60.36,17.27,0.0,1.2,2.67,0.45,0.01,0.04,4.0,-0.06,0.01,0.15,108701,5.62
0.86,0.72,-1.76,89.7,12.31,0.01,1.04,8.17,0.81,0.01,0.1,9.31,-0.0,0.01,0.13,161000,11.26
0.03,0.49,2.36,0.8,5.55,0.01,0.17,15.05,0.29,0.0,0.11,3.4,0.02,0.0,0.05,121607,3.45
0.92,0.95,0.01,95.18,2.73,0.01,0.89,2.94,0.28,0.0,0.03,3.41,-0.0,0.01,0.03,161720,3.16
0.71,0.19,0.25,75.63,15.84,0.0,1.15,1.61,0.32,0.0,0.02,2.65,0.0,0.01,0.15,97037,2.61
0.76,-0.02,-2.53,79.42,12.54,0.0,0.93,-1.1,0.05,0.0,0.01,-0.23,-0.01,0.01,0.13,185588,1.22
0.86,0.86,-0.12,90.57,12.14,0.01,1.03,9.9,0.94,0.01,0.1,11.03,-0.0,0.01,0.13,104219,11.26
0.62,0.51,1.22,57.92,13.81,0.01,0.95,6.6,0.65,0.01,0.07,7.07,0.01,0.01,0.14,214244,7.58
0.95,0.46,-2.59,96.16,10.35,0.01,1.51,2.88,0.46,0.01,0.04,5.06,-0.01,0.01,0.1,194516,6.41
0.28,0.61,5.19,20.37,14.26,0.01,0.58,13.89,0.79,0.01,0.12,8.88,0.04,0.01,0.14,210977,8.29
0.83,0.09,-1.39,84.22,14.14,0.0,1.08,0.25,0.17,0.0,0.02,1.08,0.01,0.01,0.12,176444,2.88
0.55,,,,,0.0,,,,0.0,0.02,0.0,-0.03,0.01,0.09,112121,2.75
0.65,0.38,-6.26,75.74,15.0,0.0,1.17,4.01,0.54,0.01,0.04,5.48,-0.06,0.01,0.15,183320,5.62
0.86,0.93,0.96,88.64,13.33,0.01,1.12,10.94,1.1,0.01,0.1,13.06,-0.0,0.01,0.13,151127,11.26
0.52,1.07,0.64,84.68,1.43,0.01,0.46,3.36,0.2,0.0,0.03,2.35,0.0,0.0,0.01,232523,1.45
0.89,,,,,0.01,,,,0.0,0.04,0.0,-0.01,0.01,0.06,157301,3.69
0.6,0.26,-7.11,67.79,14.6,0.0,1.08,2.68,0.39,0.0,0.03,3.68,-0.07,0.01,0.16,66203,3.94
0.86,0.49,-1.47,86.47,10.18,0.0,3.31,1.39,0.48,0.0,0.01,5.41,-0.02,0.03,0.1,244916,5.34
0.68,,,,,0.0,,,,0.0,0.05,0.0,-0.02,0.0,0.07,217421,3.54
0.53,0.42,3.78,68.94,14.85,0.0,1.02,5.23,0.59,0.01,0.06,6.17,0.06,0.01,0.21,102626,7.57
0.96,0.58,-1.09,97.6,9.19,0.01,1.36,3.69,0.51,0.01,0.04,5.85,-0.01,0.01,0.1,135557,6.35
0.84,0.58,-0.28,99.82,2.9,0.01,1.02,1.66,0.21,0.0,0.02,2.49,0.0,0.01,0.03,97334,2.51
0.65,0.42,-4.17,59.51,14.52,0.0,1.0,5.18,0.57,0.01,0.04,5.99,-0.06,0.01,0.15,243368,5.62
0.95,0.54,-1.24,92.28,9.0,0.01,1.3,3.52,0.47,0.01,0.04,5.37,-0.01,0.01,0.09,88028,6.18
0.53,0.53,1.72,48.48,11.7,0.0,0.74,7.75,0.58,0.01,0.07,6.5,0.01,0.01,0.12,38672,6.08
0.55,0.28,1.61,65.61,13.86,0.01,0.94,3.23,0.39,0.01,0.09,3.82,0.05,0.01,0.13,215009,7.27
0.94,0.8,-0.4,94.93,2.87,0.01,0.93,2.49,0.26,0.0,0.02,3.12,-0.01,0.01,0.03,174185,2.64
0.84,0.57,-0.31,99.12,2.96,0.01,1.03,1.63,0.21,0.0,0.02,2.49,0.0,0.01,0.03,228257,2.51
0.89,0.91,2.6,78.64,9.24,0.01,1.23,6.75,0.77,0.0,0.04,9.11,-0.01,0.01,0.08,191339,5.12
0.32,0.09,-1.94,25.85,7.54,0.0,1.34,0.3,0.12,0.0,0.0,1.2,-0.01,0.01,0.05,102347,1.1
0.78,1.01,-3.22,73.07,11.2,0.01,1.01,11.18,0.97,0.01,0.07,11.56,-0.03,0.01,0.14,203606,8.99
0.86,0.87,0.21,87.0,13.1,0.01,1.09,10.19,1.01,0.01,0.1,11.92,-0.0,0.01,0.13,72044,11.26
0.64,0.62,5.45,61.96,11.83,0.0,0.78,8.91,0.68,0.0,0.05,7.71,0.03,0.01,0.13,74114,4.93
0.96,,,,,0.01,,,,0.01,0.04,0.0,-0.01,0.01,0.1,229400,6.49
0.65,1.05,3.86,71.79,14.07,0.01,1.06,13.88,1.29,0.01,0.06,15.57,-0.03,0.01,0.17,191024,8.45
0.65,0.77,0.65,63.74,15.81,0.01,1.13,10.26,1.08,0.01,0.06,12.37,-0.03,0.01,0.17,85121,8.45
0.6,0.36,-5.49,60.16,15.72,0.0,1.09,4.18,0.54,0.0,0.03,5.36,-0.07,0.01,0.16,217106,3.94
0.55,0.67,-1.29,78.12,9.59,0.0,0.76,8.21,0.61,0.0,0.02,7.04,-0.03,0.01,0.09,28313,2.75
0.56,0.46,0.64,53.03,10.78,0.0,0.71,6.34,0.48,0.0,0.07,5.3,0.01,0.01,0.11,163880,5.35
0.96,0.67,-0.21,97.57,8.74,0.01,1.3,4.38,0.56,0.01,0.04,6.48,-0.01,0.01,0.09,134252,5.95
0.84,0.53,-0.35,94.15,2.61,0.01,0.89,1.53,0.18,0.0,0.02,2.16,0.0,0.01,0.03,125855,2.51
0.83,0.5,3.8,85.85,12.17,0.0,0.94,5.9,0.58,0.0,0.03,6.34,0.01,0.01,0.12,251432,3.86
0.51,-0.04,-8.38,56.1,18.42,-0.0,1.25,-1.98,0.0,-0.0,-0.04,-1.67,-0.11,0.01,0.2,52856,-4.25
0.51,-0.1,-9.53,52.98,19.08,-0.0,1.25,-2.96,-0.09,-0.0,-0.04,-2.91,-0.11,0.01,0.2,196973,-4.25
0.96,1.02,0.22,94.83,2.97,0.01,0.97,3.16,0.32,0.0,0.02,3.86,-0.01,0.01,0.03,169352,3.03
0.85,0.52,-0.3,86.67,2.72,0.0,0.88,1.59,0.19,0.0,0.01,2.21,-0.0,0.01,0.02,207359,1.86
0.16,0.53,2.71,27.63,11.31,0.01,0.54,10.28,0.56,0.01,0.25,6.32,0.06,0.0,0.12,110033,8.87
0.96,0.83,-0.32,92.57,3.11,0.01,1.0,2.6,0.28,0.0,0.02,3.4,-0.01,0.01,0.03,221102,3.03
0.78,,,,,0.0,,,,0.01,0.06,0.0,0.04,0.01,0.11,45026,5.89
0.79,0.48,-4.18,79.44,13.21,0.0,1.05,5.43,0.6,0.01,0.05,6.48,-0.05,0.01,0.13,158876,5.87
0.94,0.63,-0.7,96.3,2.23,0.01,0.73,1.94,0.19,0.0,0.02,2.22,-0.0,0.01,0.03,174176,2.99
0.83,0.14,-0.66,86.02,12.34,0.0,0.95,0.98,0.21,0.0,0.03,1.73,0.01,0.01,0.12,171512,3.86
0.6,0.29,-6.53,60.06,15.7,0.0,1.09,3.17,0.45,0.0,0.03,4.25,-0.07,0.01,0.16,217088,3.94
0.32,-0.22,-3.46,19.48,6.72,0.0,1.04,-1.62,-0.05,0.0,0.0,-0.87,-0.01,0.01,0.05,44108,1.1
0.84,0.51,-0.3,84.16,2.58,0.01,0.83,1.57,0.18,0.0,0.02,2.1,0.0,0.01,0.03,43523,2.51
0.88,0.34,-2.52,86.58,7.99,0.01,1.12,2.19,0.29,0.0,0.03,3.25,-0.01,0.01,0.09,39914,5.32
0.65,0.62,-2.25,71.96,14.23,0.01,1.08,7.51,0.8,0.01,0.06,8.91,-0.03,0.01,0.17,224594,8.45
0.64,1.0,7.99,72.59,15.05,0.01,1.16,12.9,1.32,0.01,0.12,15.75,0.08,0.01,0.16,175121,15.26
0.0,-0.95,-1.71,90.12,5.6,0.0,-1.86,2.9,-0.38,0.0,0.0,-4.58,0.0,0.0,0.0,212282,0.0
0.71,0.02,-2.42,76.17,14.98,0.0,1.09,-0.8,0.09,0.0,0.02,-0.06,0.0,0.01,0.15,56213,2.61
0.94,1.11,0.71,89.56,3.71,0.01,1.17,3.56,0.41,0.0,0.03,4.97,0.0,0.01,0.03,163403,4.08
0.96,0.54,-1.51,95.76,10.18,0.01,1.5,3.44,0.53,0.01,0.04,5.96,-0.01,0.01,0.1,82835,6.35
0.93,1.16,-1.26,96.27,10.29,0.01,0.99,12.08,1.0,0.01,0.08,12.14,-0.02,0.01,0.12,216269,8.91
0.84,0.64,-0.34,95.06,7.25,0.0,1.06,4.24,0.45,0.0,0.02,5.31,-0.03,0.01,0.08,210149,3.01
0.84,0.71,0.14,88.03,2.08,0.01,0.69,2.16,0.19,0.0,0.02,2.28,0.0,0.01,0.03,92942,2.51
0.93,0.84,-0.63,97.26,11.18,0.01,0.98,9.39,0.85,0.01,0.08,10.05,-0.02,0.01,0.12,154088,8.91
0.88,0.45,-1.91,94.64,8.01,0.01,1.17,2.85,0.37,0.0,0.03,4.14,-0.01,0.01,0.09,203714,5.32
